Coordinates:
0.0,0.526315789474,1.05263157895,1.57894736842,2.10526315789,2.63157894737,3.15789473684,3.68421052632,4.21052631579,4.73684210526,5.26315789474,5.78947368421,6.31578947368,6.84210526316,7.36842105263,7.89473684211,8.42105263158,8.94736842105,9.47368421053,10.0,
Volumes:
0.263157894737,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.263157894737,

 Time(s), Pressure (Pa) on vertices
0.5,5.0,7.8393835427,9.06634753604,9.59654765899,9.82566035864,9.92466729843,9.9674551345,9.98595546819,9.99397468313,9.99749733937,9.99915231618,10.0001746856,10.0013274189,10.0034707752,10.0082042931,10.0190604908,10.0441411048,10.1021632343,10.2364274916,10.5471322774,
1.0,5.0,6.98263996485,8.32591143418,9.11661206584,9.54914754042,9.77532770736,9.89005909063,9.94703154413,9.97495594708,9.98868709436,9.99584335359,10.0005302083,10.0054823817,10.0135353106,10.0290991762,10.0602564238,10.1221572712,10.2422798318,10.4669682631,10.8637040957,
1.5,5.0,6.56491869118,7.81810137499,8.69231681359,9.24989023221,9.58413464098,9.77569595722,9.8819106348,9.93952703993,9.97070364715,9.98845961149,10.0007052549,10.0130815316,10.0311288833,10.0623059232,10.1182644128,10.2175129623,10.3879233229,10.6670241508,11.0954221958,
2.0,5.0,6.32322673136,7.46608417986,8.34623909954,8.96812399176,9.3797330653,9.63880183236,9.79570958774,9.8882874372,9.94262632163,9.97601172845,10.0001075596,10.0237573443,10.0553742482,10.1050849236,10.1867206065,10.3194436097,10.5282351665,10.8417383016,11.2856266846,
2.5,5.0,6.16485557365,7.21152230823,8.06821523374,8.71742519072,9.17954426147,9.4922669228,9.6956338713,9.82431655963,9.90525921839,9.95831564701,9.9981658874,10.0365671014,10.0845279495,10.1542455502,10.2606506227,10.4222280063,10.6605110772,10.9975086903,11.4507542468,
3.0,5.0,6.05179655762,7.01921971011,7.84313175144,8.49906904377,8.99205204642,9.34511381878,9.58835853368,9.75154607278,9.86042663147,9.93584963719,9.9945067642,10.0504331697,10.1167075107,10.2069967358,10.3366529862,10.5230280941,10.7846280442,11.1388536999,11.5985619628,
3.5,5.0,5.9661684205,6.86843448489,7.65817292129,8.30988073568,8.82040156362,9.20282349034,9.47905733982,9.67372216247,9.81030874826,9.9094934831,9.98900921194,10.064422241,10.1502749997,10.2611784218,10.4125164197,10.6204695945,10.9011411733,11.2687638843,11.733335649,
4.0,5.0,5.89853713838,6.74660256946,7.50374757756,8.14564841899,8.66498637,9.06834145158,9.37133560719,9.59393945243,9.75700325255,9.88028635811,9.98177284208,10.0778589857,10.1839726702,10.3152341696,10.4868362598,10.713901578,11.0106930876,11.3892407311,11.8576975402,
4.5,5.0,5.8434524674,6.64579648166,7.37291117603,8.00238560162,8.52494620332,8.94299797297,9.26750871888,9.51453578931,9.7023056888,9.8492560246,9.97304911923,10.0903318954,10.2169229239,10.368103987,10.5587406078,10.803037829,11.1138554329,11.5016607788,11.9733626822,
5.0,5.0,5.79753479323,6.56080225723,7.26064043993,7.87669349312,8.39894534792,8.82716559346,9.16894273498,9.43716229583,9.64763975577,9.81732125732,9.96317055909,10.1016477132,10.2485696082,10.419108713,10.6277114995,10.887785714,11.2111053721,11.6070004762,12.0815082313,
5.5,5.0,5.75856860964,6.48805763137,7.16325897217,7.76578671011,8.2855472061,8.72068121499,9.07634832316,9.36291430082,9.59407066691,9.78524962477,9.95249424337,10.1117713673,10.2786035469,10.4678493806,10.6934692802,10.9681627349,11.3028397557,11.7059760872,12.182975695,
6.0,5.0,5.72503528192,6.42504539429,7.07803088896,7.66741257877,8.18337986317,8.62310195352,8.99000283199,9.29246600914,9.542355208,9.75365032104,9.94136358323,10.1207702837,10.3068926733,10.5141266029,10.7558961844,11.0442535628,11.3893958176,11.799132918,12.2783908694,
6.5,5.0,5.69585496836,6.36993332389,7.00288277872,7.5797508862,8.0911990408,8.53385471741,8.90990718561,9.22618607132,9.49300172762,9.72298598967,9.93008614973,10.1287702144,10.3334244477,10.5578787485,10.8149842932,11.1161859668,11.4710691783,11.8869033851,12.3682387207,
7.0,5.0,5.6702357562,6.32135246959,6.93621438222,7.50132316746,8.00790310716,8.45232116184,8.83589255468,9.16422849032,9.4463268744,9.69359286352,9.91892342256,10.135923489,10.3582618835,10.5991358988,10.8707991991,11.1841159104,11.5481272133,11.9696451976,12.4529115387,
7.5,5.0,5.64758126379,6.27825598855,6.87676877718,7.43091864549,7.93252719988,8.37788440708,8.76769113556,9.10660067628,9.40250387332,9.66570294862,9.90808840665,10.1423879356,10.3815117359,10.637986379,10.9234542632,11.2482174395,11.6208181477,12.047666468,12.5327403106,
8.0,5.0,5.62743182026,6.23982656324,6.82354228898,7.36753628168,7.8642294394,8.30995351197,8.70498228279,9.05321284481,9.36160126693,9.6394649923,9.89774792,10.1483139747,10.4033024993,10.6745529813,10.9730922975,11.3086753641,11.6893768224,12.1212420804,12.6080151659,
8.5,5.0,5.60942578604,6.20541407303,6.77572109124,7.31034022332,7.80227522129,8.24797517734,8.64742209387,9.00391313382,9.32361290639,9.61496281844,9.88802730829,10.1538375239,10.4237698402,10.7089764736,11.0198725864,11.3656797784,11.7540280848,12.1906241767,12.6789985693,
9.0,5.0,5.59327340543,6.17449265189,6.73263593604,7.25862573627,7.74602217596,8.19143823099,8.5946620324,8.95851218456,9.28848062768,9.59223064003,9.87901613805,10.159076802,10.4430474217,10.7414044675,11.0639617972,11.4194219148,11.8149885823,12.2560487002,12.7459336711,
9.5,5.0,5.57873870358,6.14663048553,6.69372935831,7.2117931257,7.69490676736,8.13987412729,8.54636035441,8.91680012377,9.25611111873,9.57126547596,9.87077400199,10.1641316069,10.4612614993,10.7719841487,11.1055277276,11.470091027,11.8724675473,12.3177393285,12.8090494404,
10.0,5.0,5.56562668626,6.12146816839,6.65853157822,7.16932767507,7.64843275961,8.09285533565,8.50218884321,8.87855814376,9.22638831329,9.55203702048,9.86333596308,10.1690840643,10.4785280731,10.8008577384,11.1447351154,11.5178720856,11.9266669869,12.3759097131,12.8685636911,
10.5,5.0,5.55377411689,6.09870292738,6.62664254965,7.13078410591,7.60616146193,8.04999269762,8.46183650894,8.84356627923,9.19918240669,9.53449537693,9.85671741245,10.1740001722,10.494951713,10.8281598475,11.181742933,11.5629441218,11.9777815592,12.4307646541,12.92468476,
11.0,5.0,5.54304275594,6.07807693817,6.59771840777,7.09577443973,7.5677035439,8.01093236734,8.42501134331,8.81160852503,9.17435635235,9.51857705272,9.85091826517,10.1789317042,10.5106254348,10.8540161121,11.216702739,11.6054790843,12.0259983171,12.4825006337,12.9776123502,
11.5,5.0,5.53331432602,6.05936854323,6.57146110536,7.06395843226,7.53271218715,7.97535267817,8.39144084604,8.78247610557,9.15177049457,9.50420956503,9.84592650203,10.1839181983,10.5256312031,10.8785426758,11.2497577724,11.6456410981,12.0714964329,12.5313059899,13.0275378885,
12.0,5.0,5.52448670611,6.04238555768,6.54761038846,7.03503596474,7.5008773529,7.94296111907,8.36087179196,8.75596946617,9.13128583055,9.49131495011,9.84172110809,10.188988875,10.5400407741,10.9018462125,11.2810425572,11.6835860343,12.1144469653,12.5773609142,13.0746446192,
12.5,5.0,5.51647101458,6.02696009855,6.52593750872,7.00874093538,7.47192097203,7.91349151179,8.33306954533,8.73189938645,9.11276626754,9.47981241457,9.83827447759,10.1941643977,10.5539166941,10.924024278,11.3106828543,11.7194613188,12.1550127026,12.6208373854,13.1191075825,
13.0,5.0,5.50918934375,6.01294454006,6.50624023977,6.98483630992,7.44559289483,7.88670142688,8.30781712008,8.71008749532,9.09608014596,9.46962031871,9.83555435918,10.1994584363,10.5673133357,10.9451658479,11.338795839,11.7534059193,12.1933480928,12.6618991072,13.1610935627,
13.5,5.0,5.50257297829,6.00020831158,6.48833888353,6.96311007527,7.42166746591,7.86236984614,8.28491411398,8.69036638262,9.08110122764,9.46065764225,9.83352541267,10.2048790259,10.5802779033,10.9653519464,11.3654904216,11.7855504645,12.2295992597,12.7007014869,13.2007610587,
