Coordinates:
0.0,0.25641025641,0.512820512821,0.769230769231,1.02564102564,1.28205128205,1.53846153846,1.79487179487,2.05128205128,2.30769230769,2.5641025641,2.82051282051,3.07692307692,3.33333333333,3.58974358974,3.84615384615,4.10256410256,4.35897435897,4.61538461538,4.87179487179,5.12820512821,5.38461538462,5.64102564103,5.89743589744,6.15384615385,6.41025641026,6.66666666667,6.92307692308,7.17948717949,7.4358974359,7.69230769231,7.94871794872,8.20512820513,8.46153846154,8.71794871795,8.97435897436,9.23076923077,9.48717948718,9.74358974359,10.0,
Volumes:
0.128205128205,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.25641025641,0.128205128205,

 Time(s), Pressure (Pa) on vertices
500.0,99969.9261758,99969.9261758,99969.9261758,99969.9261758,99969.9261758,99969.9261757,99969.9261756,99969.9261753,99969.9261746,99969.9261729,99969.9261693,99969.9261612,99969.9261431,99969.9261022,99969.9260105,99969.9258047,99969.9253425,99969.9243047,99969.9219747,99969.9167432,99969.9049974,99969.8786253,99969.8194136,99969.6864696,99969.3879788,99968.7177968,99967.2130805,99963.8346384,99956.2492406,99939.2182374,99900.9796269,99815.1249471,99622.3609851,99189.5605239,98217.8216295,96036.0391147,91137.4238906,80138.8798322,55444.5599341,0.0,
1000.0,99969.9261758,99969.9261757,99969.9261757,99969.9261755,99969.926175,99969.926174,99969.9261718,99969.926167,99969.9261566,99969.9261338,99969.9260845,99969.9259772,99969.9257447,99969.9252408,99969.9241509,99969.9217964,99969.916718,99969.9057827,99969.8822788,99969.8318607,99969.7239451,99969.4935153,99969.002788,99967.9608066,99965.7556169,99961.10599,99951.3435183,99930.944575,99888.5571353,99801.0503214,99621.782087,99257.9123375,98527.6717185,97082.8447781,94276.0944121,88955.9548897,79215.0823631,62293.2380786,35410.7270962,0.0,
1500.0,99969.9261751,99969.9261749,99969.9261742,99969.9261724,99969.9261686,99969.9261604,99969.9261429,99969.9261061,99969.9260281,99969.9258635,99969.9255168,99969.924788,99969.9232595,99969.9200615,99969.9133876,99969.8994986,99969.8706804,99969.8110785,99969.6882411,99969.4360423,99968.9204065,99967.870975,99965.7459082,99961.4667139,99952.9033244,99935.8857657,99902.3330378,99836.7684425,99709.9589466,99467.5932177,99010.7727296,98163.8380788,96624.5476395,93894.2563487,89196.925871,81425.6255595,69216.7423292,51342.2390718,27623.9735823,0.0,
2000.0,99969.9261713,99969.9261701,99969.9261655,99969.9261552,99969.9261333,99969.9260877,99969.9259936,99969.9257997,99969.9254014,99969.9245852,99969.9229177,99969.9195211,99969.9126252,99969.8986732,99969.87055,99969.8140874,99969.7012147,99969.4766184,99969.0319511,99968.156363,99966.4424693,99963.1093904,99956.6735106,99944.3438354,99920.9281756,99876.888966,99794.9592454,99644.4000894,99371.5580363,98884.9539929,98032.9816356,96573.0594956,94134.0123989,90180.5157835,84001.7431498,74765.6369896,61695.9335786,44410.0946288,23345.4132483,0.0,
2500.0,99969.9261536,99969.9261477,99969.926127,99969.9260806,99969.9259848,99969.9257906,99969.9253995,99969.9246153,99969.9230483,99969.9199284,99969.9137393,99969.9015099,99969.8774456,99969.8303032,99969.738389,99969.5600929,99969.2161189,99968.5564106,99967.2991707,99964.9196116,99960.4493723,99952.1196403,99936.73569,99908.5995145,99857.6909738,99766.6690734,99606.0668316,99326.856855,98849.4507259,98048.3614378,96732.5660915,94623.60837,91337.315653,86380.9597272,79184.6342973,69189.2103434,56004.2716468,39616.2616415,20569.7631483,0.0,
3000.0,99969.9260863,99969.9260641,99969.9259867,99969.9258169,99969.9254734,99969.9247936,99969.9234594,99969.9208531,99969.9157837,99969.9059653,99969.8870333,99969.8507002,99969.7813195,99969.6495353,99969.4006363,99968.9333875,99968.0619182,99966.4478284,99963.4806395,99958.0700018,99948.2897258,99930.7778819,99899.7445147,99845.3652755,99751.2456163,99590.5360686,99320.1948569,98872.8960445,98146.2908875,96989.9363527,95191.4493862,92465.5346974,88452.4173018,82735.1821608,74886.7166224,64553.1455591,51568.3241437,36072.7978792,18588.9394522,0.0,
3500.0,99969.9258685,99969.9257971,99969.9255509,99969.9250196,99969.9239676,99969.9219339,99969.918038,99969.9106176,99969.8965534,99969.870028,99969.8202565,99969.7273709,99969.5550154,99969.2371401,99968.6546697,99967.5947055,99965.6799869,99962.248431,99956.1502249,99945.4112149,99926.6839722,99894.3697983,99839.2452325,99746.3680602,99591.9804865,99339.0944269,98931.479841,98285.9532988,97283.2799632,95758.7678544,93494.8170256,90219.2105041,85614.4170263,79343.7726337,71098.8014663,60666.7478316,48008.274636,33324.5067618,17085.8996693,0.0,
4000.0,99969.9252502,99969.925049,99969.9243614,99969.9229015,99969.9200686,99969.9147125,99969.9046906,99969.886059,99969.8516135,99969.7882822,99969.6725078,99969.4621365,99969.082305,99968.4011261,99967.1882468,99965.0450396,99961.2885083,99954.760933,99943.5225938,99924.364343,99892.0494388,99838.160287,99749.388717,99605.0764187,99373.8017992,99008.8491842,98442.5283576,97579.5909236,96290.4683171,94405.7585602,91714.2594692,87967.6820876,82895.5702353,76233.2925989,67763.6223801,57368.0997002,45078.7434075,31115.7591865,15895.7343671,0.0,
4500.0,99969.9236784,99969.9231703,99969.9214487,99969.9178488,99969.9109964,99969.8983139,99969.8751116,99969.8329674,99969.7568865,99969.6203708,99969.3769435,99968.9457205,99968.1870982,99966.8622393,99964.5663634,99960.6203327,99953.8969639,99942.5471175,99923.5752256,99892.1942302,99840.8667051,99757.9150065,99625.5649135,99417.2858009,99094.3242051,98601.4222992,97861.8989552,96772.5767752,95199.4732852,92975.7041959,89903.5616515,85763.0201663,80328.680855,73396.0574934,64815.9372917,54532.4875834,42617.5819598,29291.8163077,14923.3638361,0.0,
5000.0,99969.9200401,99969.9188715,99969.9149435,99969.9068471,99969.8917141,99969.8642706,99969.8151318,99969.727839,99969.5737997,99969.3037476,99968.8334817,99968.0203029,99966.6245197,99964.2473186,99960.2317944,99953.5075403,99942.3504077,99924.017506,99894.2032235,99846.2458206,99769.9982383,99650.265719,99464.7144819,99181.1818827,98754.3851318,98122.1509991,97201.4889055,95885.109085,94039.3262048,91504.6264836,88100.3992193,83635.2763194,77923.9991153,70810.6030433,62195.9970165,52066.0012639,40514.1889536,27753.2449716,14109.7000285,0.0,
