Coordinates:
0.0,0.1694915254237288,0.3389830508474576,0.5084745762711864,0.6779661016949152,0.847457627118644,1.0169491525423728,1.1864406779661016,1.3559322033898304,1.5254237288135593,1.694915254237288,1.8644067796610169,2.0338983050847457,2.2033898305084745,2.3728813559322033,2.542372881355932,2.711864406779661,2.8813559322033897,3.0508474576271185,3.2203389830508473,3.389830508474576,3.559322033898305,3.7288135593220337,3.8983050847457625,4.067796610169491,4.23728813559322,4.406779661016949,4.576271186440678,4.745762711864407,4.915254237288135,5.084745762711864,5.254237288135593,5.423728813559322,5.59322033898305,5.762711864406779,5.932203389830509,6.101694915254237,6.271186440677965,6.440677966101695,6.610169491525424,6.779661016949152,6.949152542372881,7.11864406779661,7.288135593220339,7.4576271186440675,7.627118644067796,7.796610169491525,7.966101694915254,8.135593220338983,8.305084745762711,8.47457627118644,8.64406779661017,8.813559322033898,8.983050847457626,9.152542372881356,9.322033898305085,9.491525423728813,9.661016949152541,9.83050847457627,10.0,
Volumes:
0.0847457627118644,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.16949152542372858,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.1694915254237288,0.16949152542372925,0.1694915254237288,0.16949152542372836,0.16949152542372836,0.16949152542372925,0.16949152542372925,0.16949152542372836,0.16949152542372925,0.16949152542372925,0.16949152542372836,0.16949152542372836,0.16949152542372836,0.16949152542372925,0.08474576271186507,

 Time(s), Displacement (m) on vertices
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,2.3539046098734755e-18,-2.2657384471087006e-06,-4.531476902188168e-06,-6.797215374295347e-06,-9.062953874820792e-06,-1.1328692419045671e-05,-1.3594431028233856e-05,-1.5860169732543125e-05,-1.8125908575153844e-05,-2.039164761818069e-05,-2.2657386951176484e-05,-2.4923126703392497e-05,-2.718886706147373e-05,-2.9454608295011712e-05,-3.172035079345314e-05,-3.398609511941747e-05,-3.625184208572283e-05,-3.851759286666557e-05,-4.0783349158788375e-05,-4.304911341314701e-05,-4.531488917087424e-05,-4.758068154798181e-05,-4.9846497935772615e-05,-5.211234901275361e-05,-5.437825020658641e-05,-5.664422380622508e-05,-5.8910302013405356e-05,-6.117653135125205e-05,-6.34429790335691e-05,-6.570974216680565e-05,-6.797696104450132e-05,-7.024483835429882e-05,-7.25136669270771e-05,-7.478386982722502e-05,-7.705605827265014e-05,-7.933111531411335e-05,-8.161031673008382e-05,-8.389550568833227e-05,-8.618934508646438e-05,-8.849568211830105e-05,-9.082007497739201e-05,-9.31705538064789e-05,-9.555872007137501e-05,-9.80013348700268e-05,-0.00010052261362563099,-0.00010315754132082247,-0.00010595666214803654,-0.00010899299930741597,-0.0001123720523133892,-0.0001162462405001248,-0.00012083577012690524,-0.00012645878191315892,-0.00013357490637841844,-0.00014284818997000934,-0.00015523800693630383,-0.00017213040331692217,-0.0001955278548164264,-0.00022832341753305338,-0.0002746968043933958,-0.0003406866124918466,
20.0,6.767475753386243e-18,-2.2657390905762817e-06,-4.531478268989665e-06,-6.797217633960997e-06,-9.062957307350155e-06,-1.132869744922133e-05,-1.3594438277595169e-05,-1.5860180095289244e-05,-1.812592332710954e-05,-2.039166857190085e-05,-2.265741667574574e-05,-2.492316883513053e-05,-2.7188926742468127e-05,-2.9454692791397478e-05,-3.172047036635184e-05,-3.398626425081852e-05,-3.625208120264125e-05,-3.8517930764231677e-05,-4.07838264028719e-05,-4.30497871144806e-05,-4.531583967755255e-05,-4.758202181838194e-05,-4.984838665232982e-05,-5.21150089100944e-05,-5.43819936582576e-05,-5.664948850120179e-05,-5.8917700636139125e-05,-6.11869206645394e-05,-6.345755579626257e-05,-6.57301760912702e-05,-6.800557876801605e-05,-7.028487750214969e-05,-7.25696262241269e-05,-7.486199043910021e-05,-7.716498385282806e-05,-7.948279450601848e-05,-8.182123322997338e-05,-8.418834871859034e-05,-8.659526871697462e-05,-8.905734679554752e-05,-9.159572014010245e-05,-9.423941712368122e-05,-9.702819555928848e-05,-0.00010001634469519976,-0.00010327774679440531,-0.000106912566662771,-0.00011105601600578466,-0.00011588971498669382,-0.00012165622761130963,-0.00012867734675178823,-0.0001373765890329625,-0.00014830602751040076,-0.0001621768711767923,-0.00017989181669704192,-0.00020257470030903322,-0.00023158864948419683,-0.0002685266401720909,-0.00031514632468753487,-0.00037320142784217904,-0.0004440906015222184,
30.0,2.3870681340533477e-18,-2.2657427983745578e-06,-4.53148610145201e-06,-6.797230470640345e-06,-9.062976586997328e-06,-1.1328725327284775e-05,-1.3594477861432394e-05,-1.5860235781967973e-05,-1.8126001279350448e-05,-2.039177738196878e-05,-2.265756828632871e-05,-2.492337981231752e-05,-2.7189220031339614e-05,-2.9455100132816615e-05,-3.172103561876039e-05,-3.3987047949175804e-05,-3.6253166806058725e-05,-3.851943320492677e-05,-4.078590376578435e-05,-4.30526565676965e-05,-4.5319799162728524e-05,-4.758747952915333e-05,-4.985590101802763e-05,-5.212534271446463e-05,-5.439618712520131e-05,-5.6668957756359125e-05,-5.894437000992209e-05,-6.122339996878575e-05,-6.350737713993441e-05,-6.579810918588536e-05,-6.809804922300513e-05,-7.041051955657514e-05,-7.274000994179604e-05,-7.509257382307116e-05,-7.747635275346128e-05,-7.990226759077192e-05,-8.23849253591081e-05,-8.494380306257956e-05,-8.760478433823922e-05,-9.040214152091466e-05,-9.338107397302883e-05,-9.660093231032237e-05,-0.000100139275389256,-0.00010409691916413348,-0.00010860413828677722,-0.0001138281642846287,-0.00011998207617777884,-0.00012733508346387035,-0.00013622403464835973,-0.00014706571779344327,-0.00016036911848395157,-0.00017674622946476588,-0.0001969192379369232,-0.0002217209535907757,-0.00025208425542606216,-0.00028901534545665053,-0.0003335451972649024,-0.0003866547800326601,-0.0004491743282277635,-0.000521668577810261,
40.0,6.632704835974422e-18,-2.2657576513205005e-06,-4.531517319334421e-06,-6.79728122583742e-06,-9.063052022973602e-06,-1.1328833060555027e-05,-1.3594628721398466e-05,-1.586044485688805e-05,-1.8126289364211976e-05,-2.0392172959673002e-05,-2.2658110220238053e-05,-2.4924120989557488e-05,-2.7190232277029966e-05,-2.9456480821734377e-05,-3.1722916550636574e-05,-3.3989607236896836e-05,-3.6256644765188214e-05,-3.852415354422316e-05,-4.079230178186251e-05,-4.306131656762148e-05,-4.53315040068002e-05,-4.760327603965082e-05,-4.987718608269995e-05,-5.215397627823291e-05,-5.443463996957805e-05,-5.6720504079644e-05,-5.9013337412281226e-05,-6.131549258369259e-05,-6.363009139638842e-05,-6.596126607056905e-05,-6.831447193096848e-05,-7.069689099285262e-05,-7.311795046877715e-05,-7.558998556979808e-05,-7.812908209151856e-05,-8.075614106141282e-05,-8.349821495067807e-05,-8.63901721948336e-05,-8.947675331318148e-05,-9.281508666925414e-05,-9.647773325501868e-05,-0.00010055632552819386,-0.00010516585218555453,-0.0001104496147707874,-0.00011658483814212219,-0.00012378884909105452,-0.00013232563927155402,-0.00014251249376793384,-0.000154726190533144,-0.0001694080582562543,-0.0001870669288245781,-0.00020827875711069613,-0.00023368144836363004,-0.0002639633052905423,-0.0002998435948484449,-0.0003420441921931069,-0.00039125226787070216,-0.0004480757037300074,-0.0005129953620244678,-0.0005863210675430383,
50.0,2.2387495642106008e-17,-2.2658041976226385e-06,-4.531614700724644e-06,-6.797438395083149e-06,-9.063283377885427e-06,-1.1329159694282523e-05,-1.3595080242878451e-05,-1.5861061927119302e-05,-1.812712714920582e-05,-2.039330577022047e-05,-2.2659637696553113e-05,-2.4926176300930636e-05,-2.7192992949645158e-05,-2.946018299008267e-05,-3.172787365964026e-05,-3.3996234515198735e-05,-3.626549115973676e-05,-3.853594326963294e-05,-4.080798821520542e-05,-4.3082151933258135e-05,-4.535912917204138e-05,-4.7639835807644614e-05,-4.992547665153226e-05,-5.22176330603962e-05,-5.4518375753694485e-05,-5.6830409575610254e-05,-5.915725854207725e-05,-6.150350142371854e-05,-6.387507036010576e-05,-6.627962759609594e-05,-6.872703837339838e-05,-7.122996126428851e-05,-7.380458071616851e-05,-7.64715101340143e-05,-7.925689721739074e-05,-8.2193766119476e-05,-8.532363277624265e-05,-8.869842973316806e-05,-9.238277400397999e-05,-9.645660468896424e-05,-0.00010101820473051809,-0.00010618760149246725,-0.00011211031182031331,-0.00011896135683198346,-0.00012694941809601493,-0.0001363209389442107,-0.0001473638926317754,-0.00016041084531305124,-0.00017584084212189262,-0.00019407954950477528,-0.00021559701286625308,-0.00024090235910412218,-0.00027053481933553714,-0.00030505060369447637,-0.00034500546278529284,-0.00039093324351412726,-0.00044332138670252346,-0.0005025850643022988,-0.0005690423822249937,-0.0006428935606171035,
60.0,6.553676863460684e-18,-2.2659259340572717e-06,-4.531868325043608e-06,-6.797845000387407e-06,-9.063876635042856e-06,-1.1329988448979621e-05,-1.3596212254618368e-05,-1.586258900798671e-05,-1.8129172052021202e-05,-2.0396031287407556e-05,-2.266325856829943e-05,-2.4930974700603253e-05,-2.7199338523552203e-05,-2.9468558686320442e-05,-3.1738908896916924e-05,-3.4010747628336445e-05,-3.6284543526196287e-05,-3.856090808371464e-05,-4.0840637546436476e-05,-4.3124766494804194e-05,-4.5414636143254334e-05,-4.771198110693726e-05,-5.001903923888607e-05,-5.2338690148492275e-05,-5.467462919137521e-05,-5.703158508165689e-05,-5.941559082314612e-05,-6.183431937687554e-05,-6.429749735197926e-05,-6.681741197315932e-05,-6.940952855496435e-05,-7.20932375698072e-05,-7.489275194458474e-05,-7.783817620020766e-05,-8.096676911438612e-05,-8.432442029792786e-05,-8.796735787932883e-05,-9.196409873461002e-05,-9.639764362599029e-05,-0.00010136790640551497,-0.00010699434827271636,-0.00011341876421211093,-0.00012080813867200349,-0.000129357451206762,-0.00013929227080745313,-0.00015087093161558128,-0.0001643860356407058,-0.00018016498469097103,-0.00019856921067503948,-0.0002199917595184419,-0.0002448528997284774,-0.00027359348366194316,-0.00030666589862508176,-0.00034452261355387794,-0.0003876025556615515,-0.00043631582915114504,-0.0004910275882486545,-0.0005520421547877137,-0.0006195886661083677,-0.0006938095865103384,
70.0,1.7053107497428704e-17,-2.2662027263860547e-06,-4.532442800479367e-06,-6.798760384484399e-06,-9.065201463841632e-06,-1.1331821255962687e-05,-1.3598688249027005e-05,-1.5865889138342445e-05,-1.8133534980557403e-05,-2.0401768956424082e-05,-2.2670776223988485e-05,-2.4940796459911917e-05,-2.7212139831825426e-05,-2.948520732477903e-05,-3.1760516566483315e-05,-3.4038734566579914e-05,-3.6320719112910046e-05,-3.860757096169026e-05,-4.090069942813649e-05,-4.3201904538932805e-05,-4.551347955696604e-05,-4.783833843938087e-05,-5.018017364690111e-05,-5.2543650685656284e-05,-5.493464682582692e-05,-5.736054258802644e-05,-5.983057578903567e-05,-6.235626914639527e-05,-6.495194358709572e-05,-6.763533039181193e-05,-7.042829600149519e-05,-7.335769354654888e-05,-7.645635471430388e-05,-7.976423418392455e-05,-8.332971621675474e-05,-8.72110887385412e-05,-9.147818400075081e-05,-9.621417626508613e-05,-0.00010151751554831047,-0.0001075039620013326,-0.00011430866783268687,-0.0001220882329154498,-0.00013102263677836927,-0.00014131692448615308,-0.00015320249846557368,-0.00016693784484495444,-0.0001828085043313937,-0.00020112608780242116,-0.0002222261400091987,-0.00024646467575105223,-0.0002742132560098234,-0.0003058525401870781,-0.000341764346000704,-0.0003823223686507082,-0.00042788184889232874,-0.0004787686236166009,-0.0005352681250079047,-0.0005976149938501269,-0.0006659840166561906,-0.0007404830664483619,
80.0,2.4385774375667663e-17,-2.266765428784729e-06,-4.533606653921918e-06,-6.800604642042214e-06,-9.067851016525775e-06,-1.1335454192318503e-05,-1.3603546524791362e-05,-1.587229288951542e-05,-1.8141901181115234e-05,-2.0412635313026027e-05,-2.26848314191186e-05,-2.495891810647036e-05,-2.723544179034107e-05,-2.9515098362480756e-05,-3.179877270750237e-05,-3.4087587894691866e-05,-3.6382966239791796e-05,-3.8686704858080555e-05,-4.100106882065906e-05,-4.332890558280326e-05,-4.567378497653264e-05,-4.80401697454123e-05,-5.0433622339027544e-05,-5.2861054461458497e-05,-5.533102665713749e-05,-5.785410598171971e-05,-6.044329049366846e-05,-6.311450984552797e-05,-6.588721156364158e-05,-6.878504257016183e-05,-7.183663498615661e-05,-7.507650409941554e-05,-7.854606440227128e-05,-8.22947666021618e-05,-8.638135426991749e-05,-9.087523311109727e-05,-9.585793854147474e-05,-0.00010142467818771638,-0.0001076859150736121,-0.00011476894467541836,-0.00012281940500001018,-0.00013200264385101692,-0.00014250485227798398,-0.00015453385895358978,-0.00016831946834259347,-0.00018411321779739643,-0.00020218742719731484,-0.00022283342164816812,-0.00024635882522309305,-0.0002730838535493544,-0.0003033365762955046,-0.00033744717719346205,-0.00037574130744689956,-0.0004185327045778129,-0.00046611532716497856,-0.0005187553287681348,-0.0005766832524521249,-0.0006400868612606254,-0.0007091050215083701,-0.0007838230196503431,
90.0,9.652702357035116e-18,-2.2678093377207242e-06,-4.535759074258374e-06,-6.803998281076759e-06,-9.072693843970665e-06,-1.1342040563082597e-05,-1.3612272742010908e-05,-1.588367786004374e-05,-1.8156613008486115e-05,-2.0431524884623217e-05,-2.2708974277577008e-05,-2.4989666151997392e-05,-2.7274486641240048e-05,-2.956454850453631e-05,-3.186124688560178e-05,-3.41663275356235e-05,-3.6481970033188444e-05,-3.881088894763542e-05,-4.1156456348628655e-05,-4.352284955868602e-05,-4.5915228568323316e-05,-4.833994807178153e-05,-5.0804809615085595e-05,-5.331935984982127e-05,-5.589524131866875e-05,-5.854660251483262e-05,-6.129057409741036e-05,-6.414781803567862e-05,-6.71431560108862e-05,-7.030628252486937e-05,-7.36725667395504e-05,-7.728394498084779e-05,-8.118990296274376e-05,-8.544854300575787e-05,-9.01277267392368e-05,-9.530627792065769e-05,-0.00010107522305945333,-0.0001075390395511494,-0.00011481687215897652,-0.0001230436691944989,-0.000132371180060647,-0.00014296874650783218,-0.00015502381176778934,-0.0001687420655899976,-0.00018434714017417507,-0.00020207977322177367,-0.00022219636097765188,-0.0002449668372448519,-0.00027067183470978415,-0.0002995991128481626,-0.0003320392718994515,-0.000368280813802884,-0.000408604656560044,-0.00045327825524873783,-0.0005025495270219043,-0.0005566408144467189,-0.0006157431468733107,-0.0006800110689955042,-0.0007495582963022154,-0.0008244544273871113,
