Coordinates:
0.0,0.526315789474,1.05263157895,1.57894736842,2.10526315789,2.63157894737,3.15789473684,3.68421052632,4.21052631579,4.73684210526,5.26315789474,5.78947368421,6.31578947368,6.84210526316,7.36842105263,7.89473684211,8.42105263158,8.94736842105,9.47368421053,10.0,
Volumes:
0.263157894737,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.263157894737,

 Time(s), delta (-) on vertices
39414.8145692,1.80301184,
39540.7404943,1.80301312,
39666.6664194,1.8030144,
39792.5923446,1.80301568,
39918.5182697,1.80301696,
40044.4441949,1.80301824,
40170.37012,1.80301952,
40296.2960451,1.8030208,
40422.2219703,1.80302208,
40548.1478954,1.80302336,
40674.0738206,1.80302464,
40799.9997457,1.80302592,
40925.9256709,1.8030272,
41051.851596,1.80302848,
41177.7775211,1.80302976,
41303.7034463,1.80303104,
41429.6293714,1.80303232,
41555.5552966,1.8030336,
41681.4812217,1.80303488,
41807.4071468,1.80303616,
41933.333072,1.80303744,
42059.2589971,1.80303872,
42185.1849223,1.80304,
42311.1108474,1.80304128,
42437.0367725,1.80304256,
42562.9626977,1.80304384,
42688.8886228,1.80304512,
42814.814548,1.8030464,
42940.7404731,1.80304768,
43066.6663983,1.80304896,
43192.5923234,1.80305024,
43318.5182485,1.80305152,
43444.4441737,1.8030528,
43570.3700988,1.80305408,
43696.296024,1.80305536,
43822.2219491,1.80305664,
43948.1478742,1.80305792,
44074.0737994,1.8030592,
44199.9997245,1.80306048,
44325.9256497,1.80306176,
44451.8515748,1.80306304,
44577.7774999,1.80306432,
44703.7034251,1.8030656,
44829.6293502,1.80306688,
44955.5552754,1.80306816,
45081.4812005,1.80306944,
45207.4071257,1.80307072,
45333.3330508,1.803072,
45459.2589759,1.80307328,
45585.1849011,1.80307456,
45711.1108262,1.80307584,
45837.0367514,1.80307712,
45962.9626765,1.8030784,
46088.8886016,1.80307968,
46214.8145268,1.80308096,
46340.7404519,1.80308224,
46466.6663771,1.80308352,
46592.5923022,1.8030848,
46718.5182273,1.80308608,
46844.4441525,1.80308736,
46970.3700776,1.80308864,
47096.2960028,1.80308992,
47222.2219279,1.8030912,
47348.1478531,1.80309248,
47474.0737782,1.80309376,
47599.9997033,1.80309504,
47725.9256285,1.80309632,
47851.8515536,1.803096064,
47977.7774788,1.803095808,
48103.7034039,1.803095552,
48229.629329,1.803095296,
48355.5552542,1.80309504,
48481.4811793,1.803094784,
