Coordinates:
0.0,0.294117647059,0.588235294118,0.882352941176,1.17647058824,1.47058823529,1.76470588235,2.05882352941,2.35294117647,2.64705882353,2.94117647059,3.23529411765,3.52941176471,3.82352941176,4.11764705882,4.41176470588,4.70588235294,5.0,5.29411764706,5.58823529412,5.88235294118,6.17647058824,6.47058823529,6.76470588235,7.05882352941,7.35294117647,7.64705882353,7.94117647059,8.23529411765,8.52941176471,8.82352941176,9.11764705882,9.41176470588,9.70588235294,10.0,
Volumes:
0.147058823529,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.294117647059,0.147058823529,

 Time(s), Pressure (Pa) on vertices
100.0,97073.733363,97073.2070013,97071.5428477,97068.4740134,97063.5155362,97055.8998947,97044.4780157,97027.576691,97002.8002896,96966.761516,96914.7229687,96840.1288546,96734.0051742,96584.2081134,96374.5057977,96083.4899212,95683.3333167,95138.4395886,94404.0733069,93425.1144722,92135.1470123,90456.1619809,88299.2203925,85566.460071,82154.8207674,77961.7731406,72893.1426018,66872.8027206,59853.5845068,51828.2572771,42838.9839438,32983.3841576,22415.4159138,11339.8331572,0.0,
110.0,97069.5598041,97068.7271796,97066.1071074,97061.3181761,97053.6740674,97042.1032152,97025.0274911,97000.1910126,96964.4276551,96913.3536258,96840.9698615,96739.1586256,96597.060293,96400.3209865,96130.2107615,95762.6268771,95267.0187168,94605.3011335,93730.8614375,92587.810371,91110.6751739,89224.7759647,86847.5540376,83891.1175915,80266.2199075,75887.7709443,70681.7956141,64593.493379,57595.7472764,49697.1246735,40948.1806851,31444.8066609,21327.5405935,10776.2125406,0.0,
120.0,97063.2897274,97062.0388479,97058.1193257,97051.0126805,97039.7941452,97023.0375243,96998.6736975,96963.7947134,96914.393615,96845.0289468,96748.4027485,96614.8422948,96431.6796557,96182.5301829,95846.482233,95397.2266699,94802.1765138,94021.6544329,93008.2574619,91706.541682,90053.1999117,87977.9257715,85405.1587104,82256.876268,78456.531939,73934.1225551,68632.2079437,62512.5083553,55562.4962535,47801.217493,39283.4722331,30101.5087097,20383.5696338,10288.9863767,0.0,
130.0,97054.2773745,97052.4794112,97046.867235,97036.7654774,97020.9790892,96997.6854983,96964.2764552,96917.1429209,96851.3953328,96760.5114456,96635.9050961,96466.412211,96237.6957589,95931.5797797,95525.3346512,94990.9517165,94294.4651751,93395.4019343,92246.4641003,90793.5709022,88976.4025873,86729.5924043,83984.6975145,80673.0389563,76729.4296998,72096.7070741,66730.8561227,60606.3662617,53721.3261736,46101.6596759,37803.8700266,28915.7194602,19554.4392746,9862.33627934,0.0,
140.0,97041.8086088,97039.3210916,97031.5834081,97017.7474813,96996.3233789,96965.061654,96920.7830233,96859.150524,96774.3790726,96658.8781523,96502.825573,96293.6742965,96015.6006347,95648.9110728,95169.4367663,94547.9592912,93749.7279471,92734.1465829,91454.7244959,89859.3985013,87891.337948,85490.3368703,82594.8731388,79144.8698229,75085.127398,70369.3087586,64964.2586156,58854.3365011,52045.3549425,44567.6612742,36477.9026205,27859.0832975,18818.666405,9484.67631836,0.0,
150.0,97025.1206723,97021.791431,97011.4678594,96993.1181889,96964.9414367,96924.2432973,96867.2586437,96788.9177757,96682.5540583,96539.5521828,96348.9392748,96096.9257716,95766.4096553,95336.4663993,94781.8577954,94072.6052774,93173.6866245,92044.9276255,90641.1704317,88912.8053662,86806.7498722,84267.9440024,81241.4036785,77674.8293724,73521.7092876,68744.7857607,63319.6779567,57238.3828737,50512.3226903,43174.5830148,35281.005456,26909.8662224,18159.9896091,9147.301116,0.0,
160.0,97003.4238077,96999.0952858,96985.7110077,96962.049752,96925.9921976,96874.3939064,96802.9057204,96705.7407338,96575.3881279,96402.2763422,96174.3915297,95876.8622099,95491.5275829,94996.5150767,94365.8620762,93569.2268859,92571.743841,91334.0857733,89812.8019812,87960.9993808,85729.426426,83068.0016808,79927.8002439,76263.4713593,72036.0109742,67215.757327,61785.4217103,55742.9182281,49103.7247197,41902.500967,34193.7167897,26051.1047016,17565.8469775,8843.52648946,0.0,
170.0,96975.9230205,96970.4366168,96953.5154112,96923.7481705,96878.6986083,96814.7789155,96727.072856,96609.1095023,96452.590311,96247.0748208,95979.6339617,95634.4848808,95192.6273051,94631.5085921,93924.7523813,93041.9935105,91948.8686526,90607.2167474,88975.5442794,87009.8061941,84664.5422609,81894.3898074,78655.9665047,74910.0818525,70624.1951194,65774.9942071,60350.9291637,54354.5019466,47804.0969742,40735.1408506,33200.4083273,25269.3459714,17026.3620743,8568.12383324,0.0,
180.0,96941.8385667,96935.0387224,96914.1151269,96877.4708276,96822.3618798,96744.7745913,96639.2555945,96498.697532,96314.0851204,96074.2091719,95765.3598718,95371.0152626,94871.5463404,94243.9661921,93461.7567214,92494.8120961,91309.5422208,89869.1812562,88134.344312,86063.8687873,83615.9644697,80749.6778708,77426.6514905,73613.1287214,69282.1219716,64415.6283654,59006.7481222,53061.5399737,46600.4403155,39659.081946,32288.376338,24553.7701902,16533.6494814,8316.93656905,0.0,
190.0,96900.4241394,96892.1619662,96866.7919778,96822.5400647,96756.3707905,96663.871088,96539.0909076,96374.3450417,96159.9825626,95884.1332009,95532.4435734,95087.8204001,94530.2025463,93836.3886024,92979.9513004,91931.2737537,90657.7445469,89124.1482282,87293.2839144,85126.8367086,82586.5139335,79635.4406473,76239.7869827,72370.5746709,68005.5835981,63131.2540278,57744.4594124,51854.0119117,45481.7610109,38663.1573424,31447.1800017,23895.5655294,16081.327559,8086.61325282,0.0,
200.0,96850.9821138,96841.1184358,96810.8884017,96758.3528544,96680.206626,96571.6709146,96426.3473566,96236.0391495,95990.5469255,95677.4499238,95281.8863453,94786.3504944,94170.5282251,93411.19599,92482.212007,91354.6301682,89996.9676803,88375.6553851,86455.6946292,84201.5359543,81578.1825056,78552.5050649,75094.7365928,71180.0932964,66790.448224,61915.9644359,56556.580399,50723.2329275,44438.7049191,37737.9977862,30668.1522176,23287.4747545,15664.1692216,7874.41761459,0.0,
210.0,96792.875558,96781.2833073,96745.8168549,96684.3868714,96593.4444789,96467.8840111,96300.9125942,96083.8927379,95806.1665007,95454.8725193,95014.7702082,94468.088624,93794.4206316,92970.6858019,91971.1875153,90767.7905819,89330.2447979,87626.6767475,85624.2664046,83290.1164043,80592.3102275,77501.1412539,73990.4783779,70039.2167453,65632.7456491,60764.3515099,55436.464096,49661.6505524,43463.2659018,36875.6813229,29944.0326869,22723.460536,15277.8468505,7678.09063381,0.0,
220.0,96725.5369891,96712.1029528,96671.0659722,96600.2034076,96495.7516617,96352.3205057,96162.7795395,95918.1235183,95607.3256193,95217.1902575,94732.2197316,94134.5116349,93403.7064015,92517.0062862,91449.2881556,90173.3323087,88660.1877567,86879.6906099,84801.1461777,82394.1769771,79629.728165,76481.2093465,72925.7379475,68945.4353782,64528.7143121,59671.4850137,54378.2022518,48662.673274,42548.5526074,36069.4615611,29268.6890278,22198.4545404,14918.7427896,7495.74860681,0.0,
230.0,96648.4740606,96633.1000158,96586.2038185,96505.4476428,96386.8839402,96224.8820435,96012.0322317,95739.034281,95394.5797686,94965.2397141,94435.3714547,93787.0608056,93000.1173611,92052.1419885,90918.6858753,89573.5195826,87989.0281596,86136.7442222,83988.0248585,81514.8702882,78690.872565,75492.2716881,71899.0849283,67896.2638659,63474.8236279,58632.8812658,53376.5362633,47720.5267774,41688.6010709,35313.5549125,28636.9021869,21708.166667,14583.8064061,7325.80661046,0.0,
240.0,96561.2724974,96543.8757963,96490.8786535,96399.8467933,96266.6802201,96085.5523921,95848.8320675,95546.9949174,95168.5341084,94699.8811365,94125.3501572,93427.1207565,92585.2753645,91577.9081179,90381.3216733,88970.3270441,87318.6587401,85399.5132025,83186.212669,80652.9892689,77775.8755538,74533.6782559,70909.0024141,66889.2838922,62467.7806082,57644.4674067,52426.7773182,46830.1336438,40878.2233279,34602.9724915,28044.1994437,21248.9381469,14270.4447833,7166.92020919,0.0,
250.0,96463.5966685,96444.1103526,96384.8176491,96283.206631,96135.0562167,95934.3878574,95673.4048859,95342.4265121,94929.8253948,94421.9795593,93803.2510629,93056.0051069,92160.6840979,91095.9512778,89838.9177969,88365.4653025,86650.6731219,84669.3548436,82396.7035595,79809.0383346,76884.6368943,73604.6314477,69953.9365528,65922.1706139,61504.5267144,56702.5447479,51524.7358718,45987.0126802,40112.8844313,33933.3861506,27486.7230843,20817.6270875,13976.438084,7017.94047974,0.0,
260.0,96355.1882127,96333.5607391,96267.8239969,96155.4068162,95991.9975408,95771.5078889,95486.0291695,95125.7875853,94679.1071225,94132.3901306,93470.1270277,92674.9475167,91727.7261207,90607.7545982,89292.9927204,87760.4068711,85986.4028563,83947.3551687,81620.2297882,78983.2915637,76016.8805803,72704.2350408,69032.3315561,64992.707904,60582.228859,55803.7531963,50666.6599252,45187.1945621,39388.6019663,33301.0208449,26961.1261219,20411.51834,13699.8732677,6877.87890149,0.0,
270.0,96235.8631311,96212.0577919,96139.7728067,96016.395428,95837.5525396,95597.0861335,95287.02549,94897.5624271,94417.0375822,93831.9470552,93126.9798148,92285.0969208,91287.6637348,90114.6457649,88744.8774916,87156.4113767,85326.9512078,83234.3699932,80857.3078686,78175.8400854,75172.1993608,71831.531037,68142.6540302,64098.7959089,59698.2671213,54945.0378173,49849.1812881,44427.1509835,38701.8634777,32702.5674837,26464.4887454,20028.251816,13439.0916375,6745.87965268,0.0,
280.0,96105.5077229,96079.5018349,96000.6061527,95866.1830097,95671.8251487,95411.3420995,95076.7472264,94658.2513777,94144.270479,93521.4555732,92774.7546423,91887.515954,90841.6425577,89617.8068213,88195.7324683,86554.549386,84673.2235173,82531.0604606,80108.2770731,77386.6305822,74350.0896934,70985.5272491,67283.4095013,63238.4533976,58850.2208431,54123.618032,49069.2689283,43703.7349846,38049.5582349,32135.1118536,25994.2508154,19665.7649585,13192.6469345,6621.1975345,0.0,
290.0,95964.0737085,95935.85764,95850.3275729,95704.8363895,95494.9679443,95214.5335179,94855.5725158,94408.3628584,93861.4477433,93201.6864261,92414.3372977,91483.1817375,90390.6969241,89118.2849136,87646.5637847,85955.7244859,84025.9541991,81837.9236133,79373.3315956,76615.4965129,73549.9791261,70165.2178193,66453.1532516,62409.8166442,58035.8541757,53336.9596069,48324.1885196,43014.1305323,37428.920538,31596.0762551,25548.1569007,19322.2461839,12959.2715604,6503.18021995,0.0,
300.0,95811.5728283,95781.1489214,95688.9962739,95532.4724776,95307.1755229,95006.9494381,94623.8973564,94148.4069431,93569.1941834,92873.372325,92046.553221,91072.9883607,89935.7564438,88617.0033871,87098.2391244,85360.6934569,83385.7305551,81155.3185765,78652.5473559,75862.1834006,72771.2476986,69369.5983483,65650.4970245,61611.1360631,57253.1017461,52582.749402,47611.4673713,42355.8097776,36837.4823644,31083.1712652,25124.211201,18996.0969068,12737.8491311,6391.25386051,0.0,
310.0,95648.0711611,95615.4525986,95516.7212439,95349.2521946,95108.6782973,94788.9040559,94382.1297605,93878.8902537,93268.1136541,92537.2059972,91672.1680582,90657.750531,89477.6532119,88114.7728157,86551.5025449,84770.0845131,82753.0136578,80483.4889159,77945.9043044,75126.3692889,72013.2446236,68597.6769175,64874.1127501,60840.771448,56500.0548536,51858.8727341,46928.8640018,41726.4966928,36273.0336176,30594.355631,24720.6403264,18685.900342,12527.3920044,6284.91132498,0.0,
320.0,95473.6833569,95438.8930114,95333.6554339,95155.3746432,94899.7367572,94560.7312479,94130.6848444,93600.311981,92958.7864552,92193.8394531,91291.8892842,90238.2079778,89017.1292958,87612.3016844,86006.9882151,84184.4136619,82128.1565828,79822.5816844,77253.3049629,74407.6812744,71275.3012445,67848.4819877,64122.7341379,60097.1864063,55774.9484258,51163.3931587,46274.3417118,41124.1360319,35733.5885963,30127.8027298,24335.8623702,18390.3957006,12327.0227516,6183.70251997,0.0,
330.0,95288.5669377,95251.6362348,95139.9901241,94951.0716023,94680.6362173,94322.7797708,93869.9807432,93313.1608434,92641.7677102,91843.8841757,90906.3685714,89815.0302974,88554.8442328,87110.2065416,85465.2330118,83604.0992889,81511.4202737,79172.6636227,76574.5898247,73705.7088532,70556.741058,67121.0679249,63395.1567594,59378.9423986,55076.1488552,50494.5344548,45646.0455957,40546.8667407,35217.3575802,29681.8723712,23968.4610586,18108.4567129,12135.9587803,6087.2263702,0.0,
340.0,95092.9167811,95053.8845989,94935.9495626,94736.6023923,94451.6820599,94075.4090749,93600.435243,93017.9128228,92317.5865149,91487.9119896,90516.2046495,89388.8220005,88091.3823456,86609.0215116,84926.6879738,83029.475098,80902.9873112,78533.7349219,75909.5501378,73020.0146821,69856.8874205,66414.5187295,62690.2370831,58684.692659,54402.1427592,49850.6645927,45042.2825095,39992.999103,34722.7226453,29255.0869699,23617.1640242,17839.0736481,11953.4994954,5995.12413275,0.0,
350.0,94886.9598701,94845.8714917,94721.7859345,94512.2491424,94213.1954587,93818.9856797,93322.463029,92715.0295333,91986.7456793,91126.4564133,90121.946461,88960.1275884,87627.2597507,86109.2071115,84391.7286495,82460.8015485,80302.9738409,77905.7409061,75257.9385132,72350.143242,69175.0694309,65727.9504093,62006.8907966,58013.1761834,53751.5266614,49230.2814762,44461.5035798,39460.9950331,34248.2169932,28846.1113146,23280.8244501,17581.338178,11779.0155167,5907.07379077,0.0,
360.0,94670.950366,94627.8564964,94497.7746973,94278.3124696,93965.5095669,93553.8800541,93036.4734619,92404.9571026,91649.7219196,90760.0143392,89724.0964614,88529.4365313,87162.9309753,85611.158352,83860.664396,81898.2759333,79711.4398883,77288.5819415,74619.4777194,71695.6277974,68510.6263738,65060.5123336,61344.0906652,57363.211907,53122.9975623,48632.0002614,43902.2889028,38949.4510253,33792.5072145,28453.7353139,22958.4054853,17334.430569,11611.9395773,5822.78532685,0.0,
370.0,94445.1650392,94400.1208943,94264.2103,94035.1075685,93708.9661412,93280.4639502,92742.8688008,92088.1254637,91306.9663806,90389.0479216,89323.113953,88097.1880621,86698.7951382,85115.2121292,83333.7466991,81342.0412374,79128.3982687,76682.1218369,73993.8679724,71055.9959724,67862.9110314,64411.3878278,60700.8641058,56733.6931446,52515.3443518,48054.5420773,43363.3341292,38457.0833588,33354.3780104,28076.8592171,22648.9669538,17097.6087925,11451.7588004,5741.99671781,0.0,
380.0,94209.8990768,94162.9635462,94021.402292,93782.9607022,93443.9125747,92999.1081393,92442.0428044,91764.9479709,90958.9053971,90013.9865763,88919.418371,87663.7757275,86235.201669,84621.6539302,82811.1765912,80792.1939075,78553.8222743,76086.1949604,73380.7929691,70430.7742021,67231.2921024,63779.7942051,60076.2906076,56123.5823376,51927.4400055,47496.7239836,42843.4386794,37982.7152183,32932.7189857,27714.4809058,22351.6539688,16870.1992237,11298.0081166,5664.47052437,0.0,
390.0,93965.4622701,93916.6971572,93769.6718156,93522.2060757,93170.6993038,92710.180504,92134.3796487,91435.8212697,90605.9414179,89635.2290251,88513.3924624,87229.5516619,85772.4555658,84130.7238882,82293.1112443,80248.7906544,77987.6522998,75500.6122646,72779.9248775,69819.4912694,66615.1559214,63164.9823884,59469.4990916,55531.9061289,51358.2345043,46957.4500246,42341.4953676,37525.2654525,32526.5131933,27365.6849226,22065.6871402,16651.5886636,11150.2646271,5589.99097458,0.0,
400.0,93712.1755784,93661.6449145,93509.3484684,93253.1830707,92889.6775601,92414.0444427,91820.2531096,91101.1253646,90248.4540356,89253.1453288,88105.3853211,86794.8305642,85310.8221961,83642.6222269,81779.6698147,79711.8543982,77429.8015474,74925.1663834,72190.9284542,69221.6810967,66013.9076271,62566.2362358,58879.6652767,54957.7507704,50806.748417,46435.7032503,41856.4812487,37083.7387328,32134.8271643,27029.6329664,21790.3541204,16441.2174672,11008.1427584,5518.36145879,0.0,
410.0,93450.3680551,93398.1374864,93240.7675185,92976.2338177,92601.1974329,92111.0575483,91500.0259671,90761.2238348,89886.8010757,88868.0788743,87695.7152522,86359.8933732,84850.5316619,83157.5141405,81270.9386118,79181.3794581,76880.1609335,74359.635939,71613.4644361,68636.8849317,65426.9719012,61982.8716603,58306.0090969,54400.2578587,50272.0670856,45930.5385927,41387.4495254,36657.2169158,31756.8022058,26705.5556303,21525.0022774,16238.5736042,10871.2900795,5449.4023696,0.0,
420.0,93180.3741199,93126.510363,92964.2674505,92691.7010788,92305.6062143,91801.5705261,91174.049592,90416.4641644,89521.3197129,88480.3482874,87284.672453,85924.9906426,84391.7827496,82675.5341532,80766.9756603,78657.3360735,76338.603305,73803.7891757,71047.1923243,68064.6530395,64853.7933703,61414.2356079,57747.7922004,53858.6203882,49753.3353584,45441.0764968,40933.5223791,36244.8514416,31391.6467812,26392.7451961,21269.0323246,16043.1875048,10739.3836792,5382.94923233,0.0,
430.0,92902.5311542,92847.1015167,92680.1878181,92399.926416,92003.246995,91485.9263199,90842.6636839,90067.1781521,89152.3275871,88090.2492546,86872.5215038,85490.3456255,83934.7464922,82196.7900044,80267.8147187,78139.67434,75804.9870568,73257.3870216,70491.7726612,67504.5459915,64293.8367473,60859.704948,57204.3155516,53332.0791058,49249.7528176,44966.4972193,40493.8846059,35845.856629,31038.6298199,26090.5493299,21021.8927635,15854.6275729,10612.1270157,5318.85108116,0.0,
440.0,92617.1773987,92560.2493596,92388.8673801,92101.2486175,91694.4574867,91164.4594179,90506.1961343,89713.6823809,88780.1239016,87698.0562433,86459.5036698,85056.1570819,83479.5693718,81721.3661024,79773.4688129,77628.3276285,75279.1592317,72720.1856619,69946.8688815,66956.1356269,63746.5867715,60318.6853102,56674.9171463,52819.9191488,48760.5694543,44506.0357179,40067.7779556,35459.5037444,30697.0748271,25798.3655516,20783.0750203,15672.4962681,10489.2471701,5256.9690439,0.0,
450.0,92324.6501278,92266.2909732,92090.6424946,91796.0023599,91379.5690434,90837.4953154,90164.9629907,89356.2787255,88404.9904897,87304.0241146,86045.839017,84622.6018245,83026.3761908,81249.3265892,79283.9333377,77123.2155519,74760.9581717,72191.9386957,69412.14881,66419.0057471,63211.547994,59790.6099001,56158.9698473,52321.466949,48285.0817453,44058.9770625,39654.4960861,35085.1157452,30366.3546847,25515.6363686,20552.1091779,15496.4266728,10370.4924423,5197.17510469,0.0,
460.0,92025.2840774,91965.5605872,91785.8457467,91484.5170788,91058.9058601,90505.3501102,89819.2685049,88995.2548847,88027.1928406,86908.3896274,85631.728351,84189.8370206,82575.2726397,80780.7180528,78799.1887748,76624.2465354,74250.2157809,71672.398938,68887.2858593,65892.7525922,62688.2444456,59274.9383117,55655.8793407,51836.0873811,47822.6290931,43624.6523105,39253.3800586,34722.0626101,30045.88705,25241.8449823,20328.5602187,15326.0794753,10255.630242,5139.35101901,0.0,
470.0,91719.4101032,91658.388283,91474.8047887,91167.1160287,90732.7843276,90168.3302151,89469.4052473,88630.8849256,87646.9810797,86511.3728345,85217.3549865,83758.0022679,82126.347589,80315.5719251,78319.2030705,76131.3200377,73746.7594535,71161.3199183,68371.9599797,65376.9851418,62176.2192179,58771.1553538,55165.0822133,51363.1811395,47372.5905914,43202.4347917,38863.8143057,34369.7571799,29735.130274,24976.5114907,20112.0247096,15161.1403134,10144.4452322,5083.38735932,0.0,
480.0,91407.3540455,91345.0989003,91157.8413684,90844.1155096,90401.512523,89826.7321678,89115.6542756,88263.4298325,87264.5908977,86113.1783741,84802.8863586,83327.2214623,81679.6751305,79853.9065973,77843.9337119,75644.328469,73250.4137099,70658.4571209,67865.8583994,64871.3252715,61675.0339797,58278.7699008,54686.0441472,50902.1823229,46934.3820839,42791.7367581,38485.2230178,34027.6514467,29433.579772,24719.1895212,19902.1278676,15001.3174257,10036.7376909,5029.18267361,0.0,
490.0,91089.4357803,91026.0111254,90835.2705268,90515.8242416,90065.389821,89480.8425249,88758.2853463,87893.1380527,86880.2444299,85713.9966609,84388.4754864,82897.6044758,81235.316393,79395.729283,77373.3295372,75163.1588413,72761.0015821,70163.5690042,67368.6761892,64375.4077945,61184.2684482,57797.3137755,54218.258227,50452.5562112,46507.4534873,42392.0063582,38117.0668978,33695.2332359,29140.7647894,24469.4632369,19698.5209583,14846.3395728,9932.3220621,4976.64274113,0.0,
500.0,90765.9684364,90701.436741,90507.399946,90182.5428697,89724.706608,89130.9378279,88397.5571597,87520.2460336,86494.1510835,85314.004983,83974.2623012,82469.2486602,80793.321154,78941.0376561,76907.3323107,74687.6941864,72278.3457816,69676.417831,66880.1166818,63888.8804092,60703.5198294,57326.3406688,53761.2433543,50013.7972179,46091.2863509,42002.7248986,37758.8402396,33372.023232,28856.2455122,24226.9446707,19500.8789808,14695.9541905,9831.02566949,4925.67991275,0.0,
510.0,90437.2577593,90371.6800196,90174.529429,89844.5635839,89379.7440867,88777.2846283,88033.7176302,87144.9787491,86106.5083136,84913.3685081,83560.3748476,82042.2401948,80353.7292691,78489.8212894,76445.8780901,74217.8147702,71802.2696786,69196.7703388,66399.8917674,63411.4035731,60232.4022384,56865.4251006,53314.5427644,49585.4270025,45685.3916298,41623.4043631,37410.068296,33057.572309,28579.610481,23991.2713434,19308.8986061,14549.9257465,9732.68757363,4876.21252466,0.0,
520.0,90103.6016052,90037.0372435,89836.9504963,89502.1698378,89030.7741587,88420.1395641,87667.0041765,86767.550211,85717.5023514,84512.2412085,83146.9303716,81616.6552904,79916.5719367,78042.0629149,75988.8984115,73753.3991287,71332.598119,68724.3982724,65927.7220873,62942.6503159,59770.54611,56414.1614224,52877.7226379,49166.9927302,45289.3076507,41253.5851608,37070.3049,32751.4591276,28310.4742711,23762.104133,19122.2963342,14408.0342747,9637.15755285,4828.16437615,0.0,
