Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Error (-) on vertices
1.0,0.0,102678.967472,597.718467071,20.4939521502,0.976306677531,0.0528533089673,0.00306258336222,0.000185066133438,1.15046947825e-05,7.29888054498e-07,4.70293613866e-08,3.08134565347e-09,1.98142260119e-10,
2.0,6839.0871051,238.314430875,11.4406172905,0.622095261854,0.0361500854725,0.00218879752016,0.000136263709231,8.65456630296e-06,5.58011548683e-07,3.63951060963e-08,2.41251762963e-09,3.41452669711e-10,
3.0,3602.67374415,91.1761488713,3.54249248946,0.165564418494,0.00858712323204,0.000475974081756,2.76166370259e-05,1.65627635611e-06,1.01824346815e-07,6.39371919342e-09,4.17137398401e-10,
4.0,1062.59795458,20.8544468684,0.667809034221,0.0267742514804,0.00122606198052,6.13155799003e-05,3.26442111502e-06,1.8206940324e-07,1.05301004338e-08,6.25410416579e-10,
5.0,410.199857413,6.56660297014,0.178210110414,0.00621933924521,0.000252958998902,1.14159518489e-05,5.55621053389e-07,2.86399831793e-08,1.5433399976e-09,8.89665886621e-11,
6.0,191.071095904,2.583269286,0.0607904316049,0.00187639015201,6.85072188119e-05,2.80925264854e-06,1.25446375816e-07,5.98471405206e-09,3.01550014922e-10,
7.0,102.238690036,1.19694466687,0.0248467185948,0.000687754424622,2.27622280498e-05,8.54854020237e-07,3.5232567505e-08,1.56087147702e-09,7.27866745976e-11,
8.0,60.8316549335,0.628446068196,0.0116557200795,0.000292754183012,8.85573247711e-06,3.06716595743e-07,1.17375081349e-08,4.84784590976e-10,
9.0,39.3399598778,0.363962652246,0.00608980993482,0.000140186627367,3.90417746383e-06,1.2537782304e-07,4.47993290308e-09,1.74005947846e-10,
10.0,27.1960930203,0.227975743396,0.00346811458168,7.37546985274e-05,1.90476069365e-06,5.69436125223e-08,1.90869033599e-09,6.94916860452e-11,
11.0,19.8486578427,0.152146306782,0.00211919442087,4.18663999538e-05,1.01020328458e-06,2.82103282964e-08,8.89522614315e-10,
12.0,15.148032257,0.10692609684,0.00137335321811,2.52802567884e-05,5.74216152977e-07,1.503758008e-08,4.46881834662e-10,
13.0,11.9989048837,0.0783954673746,0.000935638924686,1.60612079948e-05,3.45704036576e-07,8.53525203473e-09,2.39243146761e-10,
14.0,9.80658200401,0.0595121660001,0.000665492632465,1.06479452576e-05,2.18235586943e-07,5.11291922514e-09,1.35397044477e-10,
15.0,8.23030657841,0.0464919227544,0.000491347245414,7.32189938995e-06,1.43243733937e-07,3.20827476036e-09,8.02458023085e-11,
16.0,7.06559100099,0.0371933164868,0.000374675414603,5.19992599592e-06,9.70949408828e-08,2.09220375654e-09,4.9811099335e-11,
17.0,6.1847124192,0.0303489216112,0.000293740198349,3.80264381533e-06,6.76100323576e-08,1.40910975214e-09,3.19934494402e-11,
18.0,5.50506039392,0.0251784076764,0.000235782224499,2.85716077696e-06,4.81808044657e-08,9.73898009651e-10,
19.0,4.97153947883,0.0211842250668,0.000193054184098,2.20163337789e-06,3.50490877003e-08,6.87963491538e-10,
20.0,4.54639723693,0.0180390481277,0.000160710908987,1.73670039428e-06,2.59883638864e-08,4.94844106446e-10,
21.0,4.20313746993,0.0155213982241,0.000135640458327,1.39959317325e-06,1.96271650762e-08,3.61102744472e-10,
22.0,3.92276351028,0.0134775667295,0.000115794017411,1.149745357e-06,1.50954221559e-08,2.66893411361e-10,
23.0,3.69139414367,0.0117984008952,9.97905614994e-05,9.604685392e-07,1.18227586912e-08,2.00015929537e-10,
24.0,3.49871205654,0.0104047556655,8.66778266271e-05,8.13947321067e-07,9.42972046429e-09,1.51515383893e-10,
25.0,3.33693075548,0.0092381435205,7.57846301132e-05,6.98145110492e-07,7.65601607106e-09,1.16509389837e-10,
26.0,3.20009225542,0.00825458405086,6.66278056318e-05,6.04830982651e-07,6.32320942622e-09,9.00881031159e-11,
27.0,3.08358049749,0.0074204706358,5.88524584537e-05,5.28306912747e-07,5.30499921448e-09,7.09069835536e-11,
28.0,2.98377834769,0.00670973709629,5.21929067811e-05,4.6457243315e-07,4.51351120769e-09,5.65228440897e-11,
29.0,2.8978219547,0.00610187960634,4.64466899741e-05,4.10773741438e-07,3.88705941335e-09,4.6043099858e-11,
30.0,2.82342226786,0.00558055235434,4.14569696409e-05,3.64843212773e-07,3.38273142566e-09,3.74697144978e-11,
31.0,2.75873362223,0.00513255544257,3.71004080224e-05,3.25251734553e-07,2.96857332565e-09,3.13739048429e-11,
32.0,2.70225579347,0.00474709585624,3.3278673061e-05,2.90850625677e-07,2.6230775998e-09,2.65071554684e-11,
33.0,2.65276017601,0.00441524201539,2.99123902854e-05,2.60759068379e-07,2.33057585457e-09,2.30911561912e-11,
34.0,2.60923356536,0.0041295178884,2.69367691581e-05,2.34289381689e-07,2.08008601885e-09,1.99579506051e-11,
35.0,2.57083493558,0.00388359930647,2.429838791e-05,2.10896896274e-07,1.86342643697e-09,1.69944826499e-11,
36.0,2.53686191212,0.00367208601038,2.19528003225e-05,1.90141612792e-07,1.67366166795e-09,1.57060914975e-11,
37.0,2.50672454998,0.00349033014255,1.98627251027e-05,1.71664644834e-07,1.50741371913e-09,1.34127682274e-11,
38.0,2.47992466699,0.00333430683595,1.79966639096e-05,1.5516848723e-07,1.35968565333e-09,1.21744928467e-11,
39.0,2.45603943741,0.00320051591327,1.63278266639e-05,1.40405813024e-07,1.22849625602e-09,1.09659549105e-11,
40.0,2.43470827939,0.00308590627986,1.48332965414e-05,1.27164899667e-07,1.11178699652e-09,9.81893550059e-12,
41.0,2.41562230764,0.00298781651908,1.349336315e-05,1.15267917289e-07,1.00689289031e-09,8.7387218122e-12,
42.0,2.39851579839,0.00290392688282,1.22909925009e-05,1.04560878013e-07,9.12344721491e-10,
43.0,2.38315924307,0.00283221916273,1.12113961814e-05,9.49104050092e-08,8.27867599359e-10,
44.0,2.36935366417,0.00277094206417,1.02416856816e-05,8.6202271856e-08,7.51872708565e-10,
45.0,2.35692593983,0.0027185805134,9.37058560922e-06,7.83350824014e-08,6.83156221806e-10,
46.0,2.34572493909,0.00267382802639,8.58819488851e-06,7.12204666293e-08,6.20837349812e-10,
47.0,2.33561831202,0.00263556156247,7.88578585689e-06,6.4780867045e-08,5.64547104602e-10,
48.0,2.32648981168,0.00260281866585,7.25563965719e-06,5.89486810049e-08,5.13369662171e-10,
49.0,2.31823705,0.00257477672976,6.69090460927e-06,5.36609787531e-08,4.6756179024e-10,
50.0,2.31076960931,0.00255073433001,6.18547130985e-06,4.88659228741e-08,4.25430417287e-10,
51.0,2.30400744673,0.00253009456778,5.73386628714e-06,4.45132485888e-08,3.87665577817e-10,
52.0,2.29787954075,0.00251235027697,5.33116298125e-06,4.05618861601e-08,3.53354863786e-10,
53.0,2.29232273883,0.00249707108219,4.97290310127e-06,3.69731613097e-08,3.21362575044e-10,
54.0,2.28728077261,0.00248389206042,4.6550216991e-06,3.37112323719e-08,2.93297759236e-10,
55.0,2.28270341339,0.00247250395574,4.37379958698e-06,3.07476409848e-08,2.66694069822e-10,
56.0,2.27854574542,0.00246264474762,4.12580701147e-06,2.80527939916e-08,2.43287514615e-10,
57.0,2.27476753847,0.0024540924147,3.907865257e-06,2.56017700095e-08,2.21808022306e-10,
58.0,2.27133270452,0.00244665877032,3.71702359746e-06,2.337294925e-08,2.0231651026e-10,
59.0,2.26820882567,0.00244018421906,3.55052696527e-06,2.13452899509e-08,1.85065383943e-10,
60.0,2.26536674289,0.00243453331252,3.40581063833e-06,1.95022330304e-08,1.68654872436e-10,
61.0,2.26278019665,0.00242959097923,3.28049357878e-06,1.78265724365e-08,1.53542786142e-10,
62.0,2.26042551212,0.0024252593791,3.172361794e-06,1.63015445315e-08,1.40470752065e-10,
63.0,2.25828132259,0.00242145518283,3.07937710518e-06,1.49155034596e-08,1.2842219094e-10,
64.0,2.25632832599,0.0024181073441,2.99967967889e-06,1.36559663543e-08,1.16462849625e-10,
65.0,2.25454906993,0.00241515520127,2.93156851771e-06,1.25118417439e-08,1.06291646753e-10,
66.0,2.25292776155,0.00241254685589,2.87351802235e-06,1.1472735108e-08,9.6697604449e-11,
67.0,2.25145009897,0.00241023785338,2.82416213245e-06,1.05304850981e-08,8.83090199052e-11,
68.0,2.25010312149,0.0024081900325,2.78228489213e-06,9.67620342035e-09,8.05783277043e-11,
69.0,2.24887507637,0.00240637058461,2.74681656455e-06,8.90329078133e-09,7.38832128357e-11,
70.0,2.24775529992,0.00240475123287,2.71682685148e-06,8.20217094139e-09,6.72635692657e-11,
71.0,2.24673411137,0.00240330757541,2.69150019221e-06,7.57024777226e-09,6.16062762937e-11,
72.0,2.2458027179,0.00240201849934,2.67012875965e-06,7.00067909846e-09,5.66521281674e-11,
73.0,2.24495312952,0.0024008657012,2.65211627979e-06,6.48707278888e-09,5.19652661409e-11,
74.0,2.24417808275,0.0023998332867,2.63693945397e-06,6.02767448685e-09,4.74747697618e-11,
75.0,2.24347097199,0.00239890741442,2.62416221499e-06,5.61465748834e-09,4.35065911905e-11,
76.0,2.24282578782,0.00239807601729,2.61340544167e-06,5.24680765662e-09,3.89143441761e-11,
77.0,2.2422370614,0.0023973285406,2.60434852835e-06,4.91810721662e-09,3.6080156856e-11,
78.0,2.24169981439,0.00239665574292,2.59672442749e-06,4.6258041962e-09,3.30607064288e-11,
79.0,2.24120951369,0.00239604950193,2.59030630612e-06,4.36926741558e-09,3.05093048891e-11,
80.0,2.24076203061,0.00239550269002,2.58489789977e-06,4.14382994426e-09,2.7023236506e-11,
81.0,2.24035360392,0.0023950090095,2.58034646674e-06,3.94150736386e-09,2.47290454194e-11,
82.0,2.23998080643,0.00239456290725,2.57650317126e-06,3.76864718241e-09,2.23603318323e-11,
83.0,2.23964051472,0.00239415945692,2.57326904948e-06,3.618155145e-09,2.04669139689e-11,
84.0,2.23932988172,0.00239379431483,2.57053052698e-06,3.48617391996e-09,1.99858421237e-11,
85.0,2.23904631183,0.00239346359462,2.56822467015e-06,3.37237178134e-09,1.68396406276e-11,
86.0,2.23878743837,0.0023931638652,2.56626917102e-06,3.27546265889e-09,1.55364357083e-11,
87.0,2.23855110311,0.00239289204571,2.56462049916e-06,3.19066089298e-09,1.40042402809e-11,
88.0,2.23833533764,0.00239264540739,2.56322228402e-06,3.11788320186e-09,1.28449536931e-11,
89.0,2.23813834648,0.00239242149484,2.56203224233e-06,3.0594499715e-09,1.17029176167e-11,
90.0,2.23795849175,0.00239221811494,2.56102596978e-06,3.00930120752e-09,1.05456020505e-11,
91.0,2.23779427915,0.00239203330434,2.56016650462e-06,2.9638879564e-09,1.04219034686e-11,
92.0,2.23764434529,0.00239186529898,2.55943679069e-06,2.92502367087e-09,1.12068312412e-11,
93.0,2.2375074461,0.00239171251083,2.55881525073e-06,2.89548941842e-09,8.52287287127e-12,
94.0,2.23738244631,0.0023915735112,2.55828664797e-06,2.86824169589e-09,7.86628157934e-12,
95.0,2.2372683099,0.00239144702399,2.55783106278e-06,2.8460306987e-09,7.44533261934e-12,
96.0,2.23716409131,0.00239133187707,2.55744049867e-06,2.83059265554e-09,5.87307264922e-12,
97.0,2.23706892752,0.00239122703666,2.55710897102e-06,2.81117326876e-09,6.12569056851e-12,
98.0,2.23698203084,0.00239113154991,2.55681934139e-06,2.79603578954e-09,7.5586647358e-12,
99.0,2.23690268224,0.00239104456081,2.55657064027e-06,2.78851941523e-09,5.85234612202e-12,
100.0,2.23683022537,0.00239096530096,2.55635818721e-06,2.78104232804e-09,3.88393793268e-12,
101.0,2.23676406108,0.00239089306584,2.55617722028e-06,2.76895257665e-09,3.62512349194e-12,
