Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), delta (-) on vertices
186.850297964,1.0,
373.700595927,1.0,
560.550893891,0.9,
747.401191855,0.95,
934.251489819,1.0,
1121.10178778,1.05,
1307.95208575,1.1,
1494.80238371,1.15,
1681.65268167,1.2,
1868.50297964,1.25,
2055.3532776,1.3,
2242.20357556,1.35,
2429.05387353,1.4,
2615.90417149,1.45,
2802.75446946,1.5,
2989.60476742,1.55,
3176.45506538,1.6,
3363.30536335,1.65,
3550.15566131,1.7,
3737.00595927,1.75,
3923.85625724,1.8,
4110.7065552,1.85,
4297.55685317,1.9,
4484.40715113,1.95,
4671.25744909,2.0,
4858.10774706,2.05,
5044.95804502,2.1,
5231.80834298,2.15,
5418.65864095,2.2,
5605.50893891,2.25,
5792.35923688,2.3,
5979.20953484,2.35,
6166.0598328,2.4,
6352.91013077,2.45,
6539.76042873,2.5,
6726.61072669,2.55,
6913.46102466,2.6,
7100.31132262,2.65,
7287.16162059,2.7,
7474.01191855,2.75,
7660.86221651,2.8,
7847.71251448,2.85,
8034.56281244,2.9,
8221.4131104,2.95,
8408.26340837,3.0,
8595.11370633,3.05,
8781.9640043,3.025,
8968.81430226,3.0,
9155.66460022,2.975,
9342.51489819,2.9875,
9529.36519615,3.0,
9716.21549411,3.0125,
9903.06579208,3.00625,
10089.91609,3.0,
10276.766388,2.99375,
10463.616686,2.9875,
10650.4669839,2.98125,
10837.3172819,2.975,
11024.1675799,2.978125,
11211.0178778,2.98125,
11397.8681758,2.984375,
11584.7184738,2.9875,
11771.5687717,2.990625,
11958.4190697,2.9890625,
12145.2693676,2.9875,
12332.1196656,2.9859375,
12518.9699636,2.984375,
12705.8202615,2.9828125,
12892.6705595,2.98125,
13079.5208575,2.9796875,
13266.3711554,2.978125,
13453.2214534,2.9765625,
13640.0717514,2.97734375,
13826.9220493,2.976953125,
14013.7723473,2.9765625,
14200.6226452,2.976171875,
14387.4729432,2.97578125,
14574.3232412,2.975390625,
14761.1735391,2.975,
14948.0238371,2.974609375,
15134.8741351,2.97421875,
15321.724433,2.973828125,
15508.574731,2.9734375,
15695.425029,2.973046875,
15882.2753269,2.97265625,
16069.1256249,2.972265625,
16255.9759228,2.971875,
16442.8262208,2.971484375,
16629.6765188,2.97109375,
16816.5268167,2.970703125,
17003.3771147,2.9703125,
17190.2274127,2.969921875,
17377.0777106,2.96953125,
17563.9280086,2.969140625,
17750.7783066,2.96875,
17937.6286045,2.968359375,
18124.4789025,2.96796875,
18311.3292004,2.967578125,
18498.1794984,2.9671875,
18685.0297964,2.966796875,
18871.8800943,2.96640625,
19058.7303923,2.966015625,
19245.5806903,2.965625,
19432.4309882,2.965234375,
19619.2812862,2.96484375,
19806.1315842,2.964453125,
19992.9818821,2.9640625,
20179.8321801,2.963671875,
20366.682478,2.96328125,
