Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Displacement (m) on vertices
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,6.05407228815e-19,-9.64748527163e-06,-1.93143807123e-05,-2.89311013886e-05,-3.86581123107e-05,-4.81502006815e-05,-5.81392672762e-05,-6.7078581094e-05,-7.82344993542e-05,-8.4710307582e-05,-0.00010106746981,-9.65617079852e-05,-0.000136104689216,-8.26457794634e-05,-0.000225545511311,
2.0,-2.28059426624e-19,-9.66405220654e-06,-1.92739780328e-05,-2.90127124502e-05,-3.85013168851e-05,-4.84445830919e-05,-5.75971152908e-05,-6.80546371646e-05,-7.65302063004e-05,-8.75557225026e-05,-9.66496410808e-05,-0.000102532555371,-0.000130585349,-7.93355835176e-05,-0.000264127300811,
3.0,4.9952269024e-19,-9.64658575371e-06,-1.93123733366e-05,-2.894700347e-05,-3.86015611466e-05,-4.83079054301e-05,-5.77514950043e-05,-6.79551109544e-05,-7.63857502147e-05,-8.83468988009e-05,-9.4507863138e-05,-0.000106877082044,-0.000124263457321,-8.14359674402e-05,-0.00029447788198,
4.0,2.9307720031e-19,-9.64444529195e-06,-1.9320302772e-05,-2.89247580874e-05,-3.86536223937e-05,-4.82020368942e-05,-5.7940309117e-05,-6.76677518631e-05,-7.6718483011e-05,-8.82147623529e-05,-9.37928328649e-05,-0.000109632346569,-0.000118482347239,-8.61099886377e-05,-0.000320109435559,
5.0,5.02330468683e-19,-9.64971973209e-06,-1.93105887453e-05,-2.89356831129e-05,-3.86506218394e-05,-4.81763479768e-05,-5.80334091891e-05,-6.74514280795e-05,-7.71001200601e-05,-8.77497705914e-05,-9.38745908215e-05,-0.00011116663077,-0.00011356221031,-9.21495496033e-05,-0.000342660838702,
6.0,-2.75178378786e-19,-9.65423588528e-06,-1.93003060465e-05,-2.89532827646e-05,-3.862662254e-05,-4.81971720238e-05,-5.80449297066e-05,-6.73460310533e-05,-7.73898361595e-05,-8.72311795592e-05,-9.43607169142e-05,-0.000111822274975,-0.00010952217398,-9.89660072065e-05,-0.000363016795448,
7.0,4.33625380739e-19,-9.65569126671e-06,-1.9295524836e-05,-2.89650486288e-05,-3.86035306266e-05,-4.82322698469e-05,-5.80118904426e-05,-6.73281157919e-05,-7.75618757804e-05,-8.67791096895e-05,-9.50188306351e-05,-0.000111862581269,-0.000106293602111,-0.000106241110078,-0.000381710542799,
8.0,1.31521182689e-19,-9.65482142934e-06,-1.9295794292e-05,-2.89689272878e-05,-3.85893609052e-05,-4.82638036341e-05,-5.79633762583e-05,-6.73641578545e-05,-7.76317310939e-05,-8.64356304367e-05,-9.57148657062e-05,-0.000111480616913,-0.000103787811858,-0.000113788935837,-0.00039909071601,
9.0,-4.73265787548e-19,-9.65301244607e-06,-1.92987421577e-05,-2.89671297186e-05,-3.85844827958e-05,-4.82849513546e-05,-5.7916724304e-05,-6.74263148781e-05,-7.76258849479e-05,-8.62059181313e-05,-9.63738341916e-05,-0.000110816434692,-0.000101918093972,-0.000121494501915,-0.000415399447921,
10.0,3.38939886522e-20,-9.65130041463e-06,-1.9302258827e-05,-2.89625789616e-05,-3.85863605821e-05,-4.82950209436e-05,-5.78802436467e-05,-6.74952983735e-05,-7.75701549921e-05,-8.60788758623e-05,-9.69561337629e-05,-0.000109971731555,-0.000100606365139,-0.000129283655297,-0.000430812798897,
11.0,-2.42507617743e-19,-9.65018687513e-06,-1.93050946188e-05,-2.89575303972e-05,-3.85920151724e-05,-4.82960454577e-05,-5.7856535621e-05,-6.75592815257e-05,-7.74858518485e-05,-8.60373593528e-05,-9.74433508638e-05,-0.000109020671145,-9.97844551976e-05,-0.000137107078221,-0.000445463453967,
12.0,-3.44016082909e-19,-9.64976612573e-06,-1.93067714159e-05,-2.89533081613e-05,-3.85990124537e-05,-4.82908592249e-05,-5.78450307192e-05,-6.76119612264e-05,-7.73891145633e-05,-8.60631342383e-05,-9.78297021484e-05,-0.000108017570537,-9.93935495772e-05,-0.000144931231691,-0.000459454316163,
13.0,-1.8938474265e-19,-9.64990782715e-06,-1.93073085765e-05,-2.89504714278e-05,-3.86057042902e-05,-4.82821563426e-05,-5.78436536455e-05,-6.76507762635e-05,-7.72914316212e-05,-8.6139155215e-05,-9.81168248598e-05,-0.000107002322401,-9.93830803502e-05,-0.000152732957071,-0.000472867082562,
