Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Error (-) on vertices
1.0,0.0,76985.770494,19412.8327488,4904.758522,1240.83850337,314.208524897,79.6202822771,20.1866893521,5.12029865498,1.29921304088,0.32975766771,0.0837180817259,0.0212587624371,0.00539931340892,0.00137154691348,0.00034845433752,8.85393870755e-05,2.24999533155e-05,5.71843903842e-06,1.45335113999e-06,3.69392432371e-07,9.3821603292e-08,2.40013572648e-08,5.91745518488e-09,1.60537537384e-09,3.81108202577e-10,
2.0,0.162593564131,0.0337758625782,0.00726823170503,0.0016079271383,0.00036339838053,8.34988203376e-05,1.94358168972e-05,4.57094305285e-06,1.08403018771e-06,2.58864419308e-07,6.21744665464e-08,1.50066149895e-08,3.63735623363e-09,8.84881504438e-10,
3.0,0.107122528641,0.0239092965184,0.00543633813679,0.00125435969859,0.000292844421467,6.90215541576e-05,1.63957162285e-05,3.92020723025e-06,9.42499268367e-07,2.2766688475e-07,5.52190653709e-08,1.34408135321e-08,3.28192165588e-09,8.03608895192e-10,
4.0,0.0814680719464,0.0188644631934,0.00441557699368,0.00104275044368,0.000248069822699,5.9382725714e-05,1.4290180036e-05,3.4545101263e-06,8.38394467781e-07,2.04180201103e-07,4.98781052953e-08,1.2217858274e-08,3.00020566565e-09,7.38373794512e-10,
5.0,0.0666223104265,0.015760838681,0.00375465476541,0.000899766889658,0.000216715558429,5.24267108103e-05,1.27313850457e-05,3.10213764988e-06,7.58132923592e-07,1.8577733925e-07,4.56341231521e-08,1.1234168061e-08,2.77117976648e-09,6.84848039125e-10,
6.0,0.056849616008,0.0136374239479,0.00328741623066,0.000795823048463,0.000193370456101,4.71398164916e-05,1.15253522538e-05,2.82526558497e-06,6.94215348246e-07,1.70949220474e-07,4.21793732763e-08,1.04262134971e-08,2.58160235399e-09,6.40235060756e-10,
7.0,0.0498832999569,0.0120837925142,0.00293777011923,0.00071650742371,0.000175252214498,4.29756043397e-05,1.05631032519e-05,2.60185813051e-06,6.42130031196e-07,1.58761502205e-07,3.9318310291e-08,9.75267616912e-09,2.42264025522e-09,6.02634208709e-10,
8.0,0.0446466376418,0.0108940672554,0.00266565662502,0.000653901085271,0.000160772960285,3.96115389703e-05,9.77834630925e-06,2.41814145593e-06,5.98986068308e-07,1.48601647157e-07,3.69199696433e-08,9.18530354085e-09,2.28816701964e-09,5.70701974877e-10,
9.0,0.0405609318909,0.00995316829912,0.00244788321783,0.000603272595933,0.000148956570817,3.68441387437e-05,9.12824964886e-06,2.26501651709e-06,5.62833496078e-07,1.40048235362e-07,3.48925381776e-08,8.70393680982e-09,2.17370519375e-09,5.43456675839e-10,
10.0,0.0372867341528,0.00919155798684,0.0022700513892,0.000561610663413,0.000139167316774,3.45379868444e-05,8.58372006195e-06,2.13618108727e-06,5.32296162154e-07,1.32798438173e-07,3.31688853148e-08,8.29359721759e-09,2.07589888447e-09,5.20109998283e-10,
11.0,0.0346113836688,0.0085646190096,0.00212271426034,0.000526897548929,0.000130970596965,3.25987103327e-05,8.12410245392e-06,2.02707977918e-06,5.06361983661e-07,1.26625811967e-07,3.16979926626e-08,7.94270137975e-09,1.99210867572e-09,5.00082557554e-10,
12.0,0.0323944192098,0.00804227133578,0.00199937665272,0.000497719445981,0.000124056257248,3.09577519565e-05,7.73413155632e-06,1.93428967396e-06,4.84258323356e-07,1.21354854344e-07,3.04397868603e-08,7.64206735914e-09,1.92019915103e-09,4.8286501014e-10,
