Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Error (-) on vertices
1.0,0.0,154450.764217,77840.620265,39552.8227899,20172.4291426,10310.3273826,5277.01162126,2703.41480648,1385.87514914,710.78795934,364.672752699,187.142843526,96.0551362075,49.3087855969,25.3144819201,12.9970161723,6.67329065787,3.42651218307,1.7594465265,0.903458650495,0.463923765202,0.238226147384,0.122330707663,0.062817973015,0.0322577503797,0.0165647731546,0.00850624382461,0.00436808255449,0.00224307789531,0.00115185623679,0.000591496934575,0.000303743407249,0.000155977207752,8.00969178737e-05,4.11312073767e-05,2.11216609133e-05,1.08463232209e-05,5.56977549127e-06,
2.0,8949.55613922,2803.50101763,1085.94831117,459.141599042,203.840982956,93.4290472502,43.8268281588,20.9351596582,10.1492830078,4.98085117465,2.46910912175,1.23401546777,0.62076145163,0.313862789501,0.159315897042,0.081110091736,0.0413872612493,0.0211537430349,0.0108255122088,0.00554509440433,0.00284225602398,0.00145758212678,0.000747757529094,0.000383710861743,0.000196938936455,0.000101092853644,5.189858242e-05,2.66454875765e-05,1.36808437901e-05,7.02446548152e-06,
3.0,6340.17119444,2314.78123707,951.275559798,415.145456801,188.042715518,87.4246253867,41.4625430291,19.9821838071,9.75835040111,4.8179126339,2.40005889861,1.20420939071,0.607632714766,0.307955551679,0.156600820588,0.0798367977817,0.0407791809462,0.0208587609225,0.0106805400931,0.00547309455399,0.00280620109419,0.00143941167182,0.000738555742111,0.000379033921569,0.000194555474843,9.98759101109e-05,5.12762370347e-05,2.63268796841e-05,1.35177675741e-05,6.94101808856e-06,
4.0,5022.33416457,1989.88943313,850.736737684,380.164071399,175.002074685,82.352404901,39.435236989,19.1561643063,9.41633030759,4.67400823305,2.33843940872,1.17730523352,0.595637412208,0.302491685424,0.154059859196,0.0786323552298,0.040198609995,0.0205749245112,0.010540163571,0.00540302922082,0.00277097952606,0.0014216090299,0.000729520212448,0.00037443392865,0.000192208278067,9.86760320404e-05,5.06620371894e-05,2.60121783887e-05,1.33562277234e-05,6.85812527035e-06,
5.0,4212.21889283,1756.0472654,772.450760858,351.653516836,164.073502107,78.0262150346,37.6851852343,18.4362327271,9.11548469156,4.54616964956,2.2830952234,1.15285198328,0.584600046971,0.297403266797,0.151666868731,0.0774867485221,0.0396417249888,0.0203007771841,0.0104038277037,0.00533468629941,0.00273650973767,0.00140414254311,0.000720638657403,0.000369905882992,0.000189895120102,9.74927914954e-05,5.0056230848e-05,2.57016831808e-05,1.31970691581e-05,6.77647398149e-06,
6.0,3656.2171563,1578.57668701,709.620268634,327.987476458,154.809612713,74.3081721711,36.1656889247,17.805422056,8.8493732229,4.43189909488,2.23305108629,1.13046937236,0.574373064517,0.292633365535,0.149399997723,0.0763916247126,0.039105341774,0.0200351069118,0.0102710714939,0.00526789072158,0.00270272531476,0.00138698709362,0.000711901511073,0.000365446396117,0.000187615404586,9.63258558633e-05,4.94581927082e-05,2.53951128938e-05,1.30399012164e-05,6.69592962514e-06,
7.0,3247.53403189,1438.77904833,658.06148301,308.071594466,146.88724814,71.0925995402,34.839292856,17.2497159569,8.61259262942,4.3290889495,2.18748392634,1.10983723148,0.564832621255,0.288134343088,0.147241005474,0.0753400224644,0.0385868085203,0.0197769038265,0.0101415096564,0.00520249467072,0.00266956917271,0.0013701204816,0.000703299895658,0.00036105141371,0.000185366710678,9.51742726716e-05,4.88681395161e-05,2.50925872103e-05,1.2884635149e-05,6.61606659834e-06,
8.0,2932.86404228,1325.64007402,615.047082608,291.136108469,140.064166742,68.2961058484,33.6753578705,16.7574086991,8.40058908021,4.23595943002,2.14569984124,1.09068645243,0.555874955332,0.283866395632,0.145174682739,0.0743261451422,0.0380839186289,0.0195253277795,0.010014821817,0.00513837564743,0.00263699412585,0.00135352413796,0.000694826643179,0.000356718740772,0.000183148739851,9.40379163656e-05,4.82856206178e-05,2.47937839e-05,1.27312718262e-05,6.53749952103e-06,
9.0,2682.43452262,1232.22694923,578.711839147,276.617691545,134.152774154,65.8513140198,32.6484610219,16.3186577644,8.20951692833,4.15100836705,2.10711474322,1.07279125058,0.547413269586,0.27979630585,0.143188357577,0.0733451669676,0.0375948347598,0.0192796783893,0.00989074021606,0.0050754307806,0.00260496034938,0.00133718261286,0.000686475568669,0.00035244562173,0.000180960120141,9.29160528526e-05,4.77102499031e-05,2.44985135384e-05,1.25798907e-05,6.45978575622e-06,
10.0,2478.23976276,1153.93823765,547.725168561,264.089204893,129.003760715,63.7028019627,31.737306531,15.9251572732,8.03612770116,4.07296954003,2.07123786166,1.05596252016,0.539375062102,0.275896381221,0.141271477439,0.0723930705928,0.037118026901,0.0190393716469,0.00976904105841,0.0050135741243,0.00257343481268,0.00132108312267,0.000678241634383,0.000348229774415,0.000178799932999,9.18086300759e-05,4.71422574897e-05,2.42071738281e-05,1.24303086435e-05,6.38302224125e-06,
11.0,2308.71226084,1087.57868311,521.101131561,253.216616896,124.495673277,61.8044015764,30.9239545852,15.5698886212,7.8776796911,4.00077743438,2.0376575867,1.04004212686,0.531699844267,0.272143553394,0.139415258652,0.0714665116953,0.0366522193391,0.0188039191045,0.00964953631991,0.00495273225303,0.00254238839674,0.0013052138497,0.000670119962127,0.000344069482119,0.000176667348101,9.07149859216e-05,4.65812997771e-05,2.3919397937e-05,1.22825474008e-05,6.30708222714e-06,
