Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), delta (-) on vertices
188.754184614,1.0,
377.508369229,1.0,
566.262553843,0.9,
755.016738458,0.95,
943.770923072,1.0,
1132.52510769,1.05,
1321.2792923,1.1,
1510.03347692,1.15,
1698.78766153,1.2,
1887.54184614,1.25,
2076.29603076,1.3,
2265.05021537,1.35,
2453.80439999,1.4,
2642.5585846,1.45,
2831.31276922,1.5,
3020.06695383,1.55,
3208.82113845,1.6,
3397.57532306,1.65,
3586.32950767,1.7,
3775.08369229,1.75,
3963.8378769,1.8,
4152.59206152,1.85,
4341.34624613,1.9,
4530.10043075,1.95,
4718.85461536,2.0,
4907.60879998,2.05,
5096.36298459,2.1,
5285.1171692,2.15,
5473.87135382,2.2,
5662.62553843,2.25,
5851.37972305,2.3,
6040.13390766,2.35,
6228.88809228,2.4,
6417.64227689,2.45,
6606.39646151,2.5,
6795.15064612,2.55,
6983.90483073,2.6,
7172.65901535,2.65,
7361.41319996,2.7,
7550.16738458,2.75,
7738.92156919,2.8,
7927.67575381,2.85,
8116.42993842,2.9,
8305.18412304,2.95,
8493.93830765,3.0,
8682.69249226,3.05,
8871.44667688,3.1,
9060.20086149,3.075,
9248.95504611,3.05,
9437.70923072,3.025,
9626.46341534,3.0375,
9815.21759995,3.05,
10003.9717846,3.0625,
10192.7259692,3.05625,
10381.4801538,3.05,
10570.2343384,3.04375,
10758.988523,3.0375,
10947.7427076,3.040625,
11136.4968923,3.04375,
11325.2510769,3.046875,
11514.0052615,3.05,
11702.7594461,3.0484375,
11891.5136307,3.046875,
12080.2678153,3.0453125,
12269.0219999,3.04375,
12457.7761846,3.0421875,
12646.5303692,3.040625,
12835.2845538,3.0390625,
13024.0387384,3.0375,
13212.792923,3.0359375,
13401.5471076,3.03671875,
13590.3012922,3.0375,
13779.0554769,3.037109375,
13967.8096615,3.03671875,
14156.5638461,3.036328125,
14345.3180307,3.0359375,
14534.0722153,3.035546875,
14722.8263999,3.03515625,
14911.5805845,3.034765625,
15100.3347692,3.034375,
15289.0889538,3.033984375,
15477.8431384,3.03359375,
15666.597323,3.033203125,
15855.3515076,3.0328125,
16044.1056922,3.032421875,
16232.8598768,3.03203125,
16421.6140615,3.031640625,
16610.3682461,3.03125,
16799.1224307,3.030859375,
16987.8766153,3.03046875,
17176.6307999,3.030078125,
17365.3849845,3.0296875,
17554.1391691,3.029296875,
17742.8933538,3.02890625,
17931.6475384,3.028515625,
18120.401723,3.028125,
18309.1559076,3.027734375,
18497.9100922,3.02734375,
18686.6642768,3.026953125,
18875.4184614,3.0265625,
19064.1726461,3.026171875,
19252.9268307,3.02578125,
19441.6810153,3.025390625,
19630.4351999,3.025,
19819.1893845,3.024609375,
20007.9435691,3.02421875,
20196.6977537,3.023828125,
20385.4519384,3.0234375,
20574.206123,3.023046875,
20762.9603076,3.02265625,
20951.7144922,3.022265625,
21140.4686768,3.021875,
21329.2228614,3.021484375,
21517.977046,3.02109375,
21706.7312307,3.020703125,
21895.4854153,3.0203125,
22084.2395999,3.019921875,
22272.9937845,3.01953125,
22461.7479691,3.019140625,
22650.5021537,3.01875,
22839.2563383,3.018359375,
23028.010523,3.01796875,
23216.7647076,3.017578125,
23405.5188922,3.0171875,
23594.2730768,3.016796875,
23783.0272614,3.01640625,
23971.781446,3.016015625,
24160.5356306,3.015625,
24349.2898153,3.015234375,
24538.0439999,3.01484375,
24726.7981845,3.014453125,
24915.5523691,3.0140625,
25104.3065537,3.013671875,
25293.0607383,3.01328125,
25481.8149229,3.012890625,
25670.5691076,3.0125,
25859.3232922,3.012109375,
26048.0774768,3.01171875,
26236.8316614,3.011328125,
26425.585846,3.0109375,
26614.3400306,3.010546875,
26803.0942153,3.01015625,
26991.8483999,3.009765625,
27180.6025845,3.009375,
27369.3567691,3.008984375,
27558.1109537,3.00859375,
27746.8651383,3.008203125,
27935.6193229,3.0078125,
28124.3735076,3.007421875,
28313.1276922,3.00703125,
28501.8818768,3.006640625,
28690.6360614,3.00625,
28879.390246,3.005859375,
29068.1444306,3.00546875,
29256.8986152,3.005078125,
29445.6527999,3.0046875,
29634.4069845,3.004296875,
29823.1611691,3.00390625,
30011.9153537,3.003515625,
30200.6695383,3.003125,
30389.4237229,3.002734375,
30578.1779075,3.00234375,
30766.9320922,3.001953125,
30955.6862768,3.0015625,
31144.4404614,3.001171875,
31333.194646,3.00078125,
31521.9488306,3.000390625,
31710.7030152,3.0,
31899.4571998,2.999609375,
32088.2113845,2.99921875,
32276.9655691,2.9994140625,
32465.7197537,2.999609375,
32654.4739383,2.9998046875,
