Coordinates:
0.0,0.526315789474,1.05263157895,1.57894736842,2.10526315789,2.63157894737,3.15789473684,3.68421052632,4.21052631579,4.73684210526,5.26315789474,5.78947368421,6.31578947368,6.84210526316,7.36842105263,7.89473684211,8.42105263158,8.94736842105,9.47368421053,10.0,
Volumes:
0.263157894737,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.263157894737,

 Time(s), Pressure (Pa) on vertices
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
125.925925141,99786.0597838,99786.0597823,99786.0597744,99786.0597436,99786.0596248,99786.0591663,99786.0573982,99786.0505785,99786.024275,99785.9228229,99785.531525,99784.0222984,99778.2012483,99755.7496007,99669.1541457,99335.1575953,98046.9410768,93078.3215011,73914.4774322,0.0,
251.851850282,99786.059759,99786.0597336,99786.0596087,99786.0591452,99786.0574616,99786.0513793,99786.0295089,99785.9512842,99785.6732123,99784.6918726,99781.2585418,99769.3726736,99728.7608287,99592.3004152,99143.8041093,97714.1468596,93357.790198,81021.0250633,50662.1253543,0.0,
377.777775423,99786.0595479,99786.059338,99786.0583433,99786.0548496,99786.0429094,99786.0024951,99785.8669642,99785.4171977,99783.9426733,99779.1771654,99764.0356263,99716.9084253,99573.9190709,99153.8473301,97970.6330608,94822.6823149,87100.7692154,70350.5491431,40533.3889939,0.0,
503.703700564,99786.0583473,99786.0571875,99786.0518908,99786.0342573,99785.9775024,99785.7973577,99785.2332945,99783.4940969,99778.2260831,99762.5976327,99717.3603522,99590.232349,99245.6340745,98352.5822429,96166.7391019,91200.6510174,80984.178452,62589.7996883,34670.1851005,0.0,
629.629625705,99786.0532038,99786.0483737,99786.027075,99785.9597723,99785.7554932,99785.1465261,99783.3629144,99778.2414907,99763.8671923,99724.5754562,99620.4506693,99354.4733988,98704.3806491,97198.4064414,93932.4136241,87405.8098918,75620.219396,56800.527671,30757.9634066,0.0,
755.555550847,99786.0354589,99786.0192324,99785.9500299,99785.7420677,99785.145702,99783.4725122,99778.8768209,99766.5495678,99734.3641644,99652.8976811,99453.9705374,98988.1769145,97949.9952202,95767.1925932,91484.7537658,83743.8352834,71029.6494502,52314.1951889,27917.7229135,0.0,
881.481475988,99785.9839458,99785.938005,99785.7481347,99785.2042594,99783.7272984,99779.8171324,99769.7141552,99744.3024349,99682.2939935,99536.1091554,99204.7819239,98486.9967849,97010.771382,94151.1957736,88980.2321187,80334.9162624,67101.0214054,48721.4271796,25737.8266442,0.0,
1007.40740113,99785.8541482,99785.7410598,99785.2871717,99784.0446622,99780.8407635,99772.8128077,99753.2313456,99706.8501412,99600.5311585,99365.6211043,98867.6585157,97860.2823628,95927.0272284,92430.6140553,86513.2762502,77209.4652928,63713.8764201,45766.8207625,23997.6806478,0.0,
1133.33332627,99785.5635563,99785.3157771,99784.3479133,99781.8086843,99775.5730512,99760.7364057,99726.4425612,99649.6054375,99483.2673688,99136.6573134,98444.3767794,97125.2624679,94739.4641383,90665.7274487,84135.1339892,74359.625244,60766.1164702,43284.4822058,22567.3990844,0.0,
