Coordinates:
0.0,0.185185185185,0.37037037037,0.555555555556,0.740740740741,0.925925925926,1.11111111111,1.2962962963,1.48148148148,1.66666666667,1.85185185185,2.03703703704,2.22222222222,2.40740740741,2.59259259259,2.77777777778,2.96296296296,3.14814814815,3.33333333333,3.51851851852,3.7037037037,3.88888888889,4.07407407407,4.25925925926,4.44444444444,4.62962962963,4.81481481481,5.0,5.18518518519,5.37037037037,5.55555555556,5.74074074074,5.92592592593,6.11111111111,6.2962962963,6.48148148148,6.66666666667,6.85185185185,7.03703703704,7.22222222222,7.40740740741,7.59259259259,7.77777777778,7.96296296296,8.14814814815,8.33333333333,8.51851851852,8.7037037037,8.88888888889,9.07407407407,9.25925925926,9.44444444444,9.62962962963,9.81481481481,10.0,
Volumes:
0.0925925925926,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.185185185185,0.0925925925926,

 Time(s), Pressure (Pa) on vertices
0.0,243745.500498,241928.833831,240112.167164,238295.500498,236478.833831,234662.167164,232845.500498,231028.833831,229212.167164,227395.500498,225578.833831,223762.167164,221945.500498,220128.833831,218312.167164,216495.500497,214678.833831,212862.167164,211045.500497,209228.833831,207412.167164,205595.500497,203778.83383,201962.167164,200145.500497,198328.83383,196512.167163,194695.500497,192878.83383,191062.167163,189245.500497,187428.83383,185612.167163,183795.500496,181978.83383,180162.167163,178345.500496,176528.83383,174712.167163,172895.500496,171078.833829,169262.167163,167445.500496,165628.833829,163812.167163,161995.500496,160178.833829,158362.167163,156545.500496,154728.833829,152912.167163,151095.500496,149278.833829,147462.167163,145645.500496,
10.0,243745.500394,241928.833718,240112.167025,238295.500308,236478.83356,234662.166768,232845.49991,231028.832956,229212.165858,227395.498545,225578.83091,223762.162796,221945.493962,220128.824054,218312.152537,216495.478615,214678.801093,212862.118185,211045.427222,209228.724205,207412.003155,205595.255128,203778.466739,201961.617967,200144.678856,198327.604593,196510.32813,194692.749161,192874.717622,191056.009,189236.287413,187415.050351,185591.546022,183764.649689,181932.678659,180093.115491,178242.193904,176374.279253,174480.941674,172549.569449,170561.294479,168487.888641,166287.120504,163895.808609,161219.428652,158116.565034,154375.649183,149680.158305,143556.550049,135296.368776,123839.710571,107600.877969,84207.5460684,50110.5350558,0.0,
20.0,243745.499234,241928.832472,240112.165506,238295.498291,236478.830745,234662.162738,232845.494071,231028.824447,229212.15343,227395.480377,225578.804348,223762.123968,221945.437231,220128.741205,218312.031616,216495.302231,214678.543977,212861.743644,211044.882025,209227.931206,207410.850665,205593.581626,203776.038922,201958.099273,200139.584435,198320.237003,196499.685737,194677.395963,192852.598785,191024.190275,189190.588292,187349.529689,185497.784002,183630.750667,181741.894662,179821.959388,177857.874668,175831.251065,173716.318827,171477.130984,169063.807708,166407.559051,163414.198236,159955.872765,155860.841478,150901.393756,144780.583368,137119.573895,127449.467213,115215.1771,99805.3095126,80632.8988845,57310.1041106,29990.2180605,0.0,
30.0,243745.492493,241928.825275,240112.156882,238295.487081,236478.815449,234662.141319,232845.463692,231028.781106,229212.091447,227395.391673,225578.677426,223761.942476,221945.177926,220128.371094,218311.503922,216494.55074,214677.475096,212860.22531,211042.728217,209224.880402,207406.535934,205587.489255,203767.451357,201946.016723,200122.617575,198296.46076,196466.441012,194631.022191,192788.075375,190934.659173,189066.723192,187178.710128,185263.025332,183309.335024,181303.645751,179227.108966,177054.486824,174752.210817,172275.967223,169567.758438,166552.425762,163133.689946,159189.888387,154569.785702,149089.135555,142529.105956,134638.269324,125140.595122,113752.686779,100214.140495,84334.8251376,66060.9532978,45555.8104083,23276.7567401,0.0,
40.0,243745.465288,241928.796406,240112.122823,238295.443692,236478.757498,234662.061872,232845.353316,231028.626803,229211.87519,227395.088409,225578.252321,223761.347133,221944.345199,220127.207975,218309.881837,216492.292314,214674.336188,212855.870689,211036.698766,209216.54905,207395.048724,205571.686882,203745.765254,201916.332206,200082.094731,198241.301681,196391.589642,194529.780725,192651.618971,190751.429244,188821.679395,186852.423419,184830.600735,182739.165098,180556.017206,178252.719081,175792.977935,173130.905227,170209.086519,166956.54383,163286.739296,159095.861458,154261.756458,148644.014484,142085.887739,134418.876587,125470.929354,115079.179916,103107.874161,89471.4439472,74161.3785934,57273.4622309,39029.1542002,19782.084101,0.0,
50.0,243745.37948,241928.705844,240112.017499,238295.312051,236478.585231,234661.830452,232845.038121,231028.194661,229211.281119,227394.271262,225577.128958,223759.80463,221942.230436,220124.313782,218305.928599,216486.903656,214667.00696,212845.925004,211023.235267,209198.369933,207370.568207,205538.813957,203701.75458,201857.595999,200003.967609,198137.749676,196254.854374,194349.950201,192416.118258,190444.427829,188423.418348,186338.475438,184171.090976,181898.001793,179490.209657,176911.897779,174119.27759,171059.425249,167669.20145,163874.391075,159589.250413,154716.706205,149149.506687,142772.669414,135467.587271,127118.119216,117618.875464,106885.674311,94867.7693895,81560.9115732,67019.6525106,51366.6304781,34796.1341143,17569.3737734,0.0,
60.0,243745.153769,241928.468817,240111.745463,238294.978044,236478.156537,234661.26563,232844.283314,231027.178879,229209.910154,227392.419763,225574.630102,223756.436668,221937.699208,220118.23007,218297.778917,216476.012751,214652.489924,212826.626485,210997.652788,209164.557843,207326.01832,205480.308508,203625.186833,201757.753822,199874.275666,197969.966875,196038.725019,194072.810341,192062.46334,189995.454466,187856.562164,185626.979138,183283.652185,180798.568957,178138.015883,175261.845793,172122.811641,168666.044069,164828.774504,160540.430493,155723.252959,150293.601669,144164.118893,137246.90409,129457.804729,120721.840628,110979.643802,100194.611212,88360.242916,75506.8987776,61707.0001721,47077.5986981,31779.3149437,16010.9891535,0.0,
70.0,243744.637989,241927.929631,240111.134115,238294.239797,236477.226203,234660.062346,232842.704209,231025.091198,229207.14134,227388.744884,225569.75589,223749.981248,221929.166462,220106.977321,218282.976402,216456.593091,214627.085539,212793.492622,210954.57363,209108.733008,207253.927028,205387.54889,203506.288314,201605.961426,199681.306519,197725.74141,195731.078489,193687.194509,191581.653794,189399.286007,187121.723252,184726.90623,182188.575668,179475.773421,176552.387537,173376.786984,169901.604165,166073.735944,161834.64523,157121.053215,151866.114474,146001.160053,139458.07374,132172.330395,124086.669704,115155.30318,105348.458852,94656.9640152,83096.4643327,70710.7968618,57573.9992765,43790.4731877,29492.9456923,14838.094685,0.0,
80.0,243743.584816,241926.833195,240109.904699,238292.777918,236475.415432,234657.761089,232839.735964,231021.232763,229202.108329,227382.173836,225561.182116,223738.811448,221914.644966,220088.144686,218258.618927,216425.181678,214586.702241,212741.743187,210888.484414,209024.630846,207147.301095,205252.894259,203336.932004,201393.873226,199416.898946,197397.665841,195326.027926,193189.727602,190974.059616,188661.514586,186231.412735,183659.543314,180917.831016,177974.057164,174791.670534,171329.729673,167543.025017,163382.433827,158795.562886,153727.731489,148123.338836,141927.644098,135088.962607,127561.247412,119306.982123,110300.260667,100529.876348,90002.1927214,78743.5307477,66801.7901295,54247.0373706,41170.8460318,27684.2680039,13914.4427645,0.0,
90.0,243741.623466,241924.798879,240107.646724,238290.131067,236472.189436,234653.728807,232834.619704,231014.688105,229193.704765,227371.371449,225547.303439,223721.007552,221891.854767,220059.046356,218221.572298,216378.160535,214527.215484,212666.744041,210794.26721,208906.715407,207000.305502,205070.39781,203111.331522,201116.237599,199076.828924,196983.168648,194823.419173,192583.576236,190247.195013,187795.118199,185205.219568,182452.180433,179507.320722,176338.510627,172910.192777,169183.548017,165116.839636,160665.970455,155785.283824,150428.632495,144550.727712,138108.764391,131064.296775,123385.31306,115048.428577,106041.087383,96363.6349299,86031.1036811,75074.5437771,63541.7362169,51497.1498563,39021.0469804,26207.7036845,13162.7857619,0.0,
