Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), delta (-) on vertices
63.0976656677,1.0,
126.195331335,1.0,
189.292997003,1.2,
252.390662671,1.4,
315.488328339,1.6,
378.585994006,1.5,
441.683659674,1.4,
504.781325342,1.3,
567.87899101,1.35,
630.976656677,1.4,
694.074322345,1.45,
757.171988013,1.425,
820.269653681,1.4,
883.367319348,1.375,
946.464985016,1.35,
1009.56265068,1.325,
1072.66031635,1.3375,
1135.75798202,1.35,
1198.85564769,1.3625,
1261.95331335,1.35625,
1325.05097902,1.35,
1388.14864469,1.34375,
1451.24631036,1.3375,
1514.34397603,1.33125,
1577.44164169,1.325,
1640.53930736,1.31875,
1703.63697303,1.3125,
1766.7346387,1.315625,
1829.83230436,1.31875,
1892.92997003,1.321875,
1956.0276357,1.325,
2019.12530137,1.328125,
2082.22296704,1.3265625,
2145.3206327,1.325,
2208.41829837,1.3234375,
2271.51596404,1.321875,
2334.61362971,1.3203125,
2397.71129537,1.31875,
2460.80896104,1.3171875,
2523.90662671,1.315625,
2587.00429238,1.3140625,
2650.10195805,1.3125,
2713.19962371,1.3109375,
2776.29728938,1.309375,
2839.39495505,1.3078125,
2902.49262072,1.30625,
2965.59028638,1.3046875,
3028.68795205,1.303125,
3091.78561772,1.3015625,
3154.88328339,1.3,
3217.98094906,1.2984375,
3281.07861472,1.296875,
3344.17628039,1.2953125,
3407.27394606,1.29375,
3470.37161173,1.2921875,
3533.46927739,1.29296875,
3596.56694306,1.29375,
3659.66460873,1.29453125,
3722.7622744,1.2953125,
3785.85994006,1.29609375,
3848.95760573,1.296875,
3912.0552714,1.29765625,
3975.15293707,1.2984375,
4038.25060274,1.29921875,
4101.3482684,1.3,
4164.44593407,1.30078125,
4227.54359974,1.3015625,
4290.64126541,1.30234375,
4353.73893107,1.303125,
4416.83659674,1.30390625,
4479.93426241,1.3046875,
4543.03192808,1.304296875,
4606.12959375,1.30390625,
4669.22725941,1.303515625,
4732.32492508,1.303125,
4795.42259075,1.302734375,
4858.52025642,1.30234375,
4921.61792208,1.301953125,
4984.71558775,1.3021484375,
5047.81325342,1.30205078125,
5110.91091909,1.301953125,
5174.00858476,1.30185546875,
5237.10625042,1.3017578125,
5300.20391609,1.30166015625,
5363.30158176,1.3015625,
5426.39924743,1.30146484375,
5489.49691309,1.3013671875,
5552.59457876,1.30126953125,
5615.69224443,1.301171875,
5678.7899101,1.30107421875,
5741.88757576,1.3009765625,
5804.98524143,1.30087890625,
5868.0829071,1.30078125,
5931.18057277,1.30068359375,
5994.27823844,1.3005859375,
6057.3759041,1.30048828125,
6120.47356977,1.300390625,
6183.57123544,1.30029296875,
6246.66890111,1.3001953125,
6309.76656677,1.30009765625,
6372.86423244,1.3,
6435.96189811,1.29990234375,
6499.05956378,1.2998046875,
6562.15722945,1.29970703125,
6625.25489511,1.299609375,
6688.35256078,1.29951171875,
6751.45022645,1.2994140625,
6814.54789212,1.29931640625,
6877.64555778,1.29921875,
6940.74322345,1.29912109375,
7003.84088912,1.2990234375,
7066.93855479,1.29892578125,
7130.03622046,1.298828125,
7193.13388612,1.29873046875,
7256.23155179,1.2986328125,
7319.32921746,1.29853515625,
7382.42688313,1.2984375,
7445.52454879,1.29833984375,
7508.62221446,1.2982421875,
7571.71988013,1.29814453125,
7634.8175458,1.298046875,
7697.91521147,1.29794921875,
7761.01287713,1.2978515625,
7824.1105428,1.29775390625,
7887.20820847,1.29765625,
7950.30587414,1.29755859375,
8013.4035398,1.2974609375,
8076.50120547,1.29736328125,
8139.59887114,1.297265625,
8202.69653681,1.29716796875,
8265.79420247,1.2970703125,
8328.89186814,1.29697265625,
8391.98953381,1.296875,
8455.08719948,1.29677734375,
8518.18486515,1.2966796875,
8581.28253081,1.29658203125,
8644.38019648,1.296484375,
8707.47786215,1.29638671875,
8770.57552782,1.2962890625,
8833.67319348,1.29619140625,
8896.77085915,1.29609375,
8959.86852482,1.29599609375,
9022.96619049,1.2958984375,
9086.06385616,1.29580078125,
9149.16152182,1.295703125,
9212.25918749,1.29560546875,
9275.35685316,1.2955078125,
9338.45451883,1.29541015625,
9401.55218449,1.2953125,
9464.64985016,1.29521484375,
9527.74751583,1.2951171875,
9590.8451815,1.29501953125,
9653.94284717,1.294921875,
9717.04051283,1.29482421875,
9780.1381785,1.2947265625,
9843.23584417,1.29462890625,
9906.33350984,1.29453125,
9969.4311755,1.29443359375,
10032.5288412,1.2943359375,
10095.6265068,1.29423828125,
10158.7241725,1.294140625,
10221.8218382,1.29404296875,
10284.9195038,1.2939453125,
10348.0171695,1.29384765625,
10411.1148352,1.29375,
10474.2125008,1.29365234375,
10537.3101665,1.2935546875,
10600.4078322,1.29345703125,
10663.5054978,1.293359375,
10726.6031635,1.29326171875,
10789.7008292,1.2931640625,
10852.7984949,1.29306640625,
10915.8961605,1.29296875,
10978.9938262,1.29287109375,
11042.0914919,1.2927734375,
11105.1891575,1.29267578125,
11168.2868232,1.292578125,
11231.3844889,1.29248046875,
11294.4821545,1.2923828125,
11357.5798202,1.29228515625,
11420.6774859,1.2921875,
11483.7751515,1.29208984375,
11546.8728172,1.2919921875,
11609.9704829,1.29189453125,
11673.0681485,1.291796875,
11736.1658142,1.29169921875,
11799.2634799,1.2916015625,
11862.3611455,1.29150390625,
11925.4588112,1.29140625,
11988.5564769,1.29130859375,
12051.6541425,1.2912109375,
12114.7518082,1.29111328125,
12177.8494739,1.291015625,
12240.9471395,1.29091796875,
12304.0448052,1.2908203125,
12367.1424709,1.29072265625,
12430.2401365,1.290625,
12493.3378022,1.29052734375,
12556.4354679,1.2904296875,
12619.5331335,1.29033203125,
12682.6307992,1.290234375,
12745.7284649,1.29013671875,
12808.8261306,1.2900390625,
12871.9237962,1.28994140625,
12935.0214619,1.28984375,
12998.1191276,1.28974609375,
13061.2167932,1.2896484375,
13124.3144589,1.28955078125,
13187.4121246,1.289453125,
13250.5097902,1.28935546875,
13313.6074559,1.2892578125,
13376.7051216,1.28930664063,
13439.8027872,1.28935546875,
13502.9004529,1.28940429688,
13565.9981186,1.289453125,
13629.0957842,1.28950195313,
13692.1934499,1.28955078125,
13755.2911156,1.28959960938,
13818.3887812,1.2896484375,
13881.4864469,1.28969726563,
13944.5841126,1.28974609375,
14007.6817782,1.28979492188,
14070.7794439,1.28984375,
14133.8771096,1.28989257813,
14196.9747752,1.28994140625,
14260.0724409,1.28999023438,
14323.1701066,1.2900390625,
14386.2677722,1.29008789063,
14449.3654379,1.29013671875,
14512.4631036,1.29018554688,
14575.5607692,1.29016113281,
14638.6584349,1.29013671875,
14701.7561006,1.29011230469,
14764.8537663,1.29008789063,
14827.9514319,1.29006347656,
14891.0490976,1.2900390625,
14954.1467633,1.29001464844,
15017.2444289,1.28999023438,
15080.3420946,1.28996582031,
15143.4397603,1.28994140625,
15206.5374259,1.28991699219,
15269.6350916,1.28989257813,
15332.7327573,1.28986816406,
15395.8304229,1.28984375,
15458.9280886,1.28981933594,
15522.0257543,1.28979492188,
15585.1234199,1.28977050781,
15648.2210856,1.28974609375,
15711.3187513,1.28972167969,
15774.4164169,1.28969726563,
15837.5140826,1.28967285156,
15900.6117483,1.2896484375,
15963.7094139,1.28962402344,
16026.8070796,1.28959960938,
16089.9047453,1.28957519531,
16153.0024109,1.28955078125,
16216.1000766,1.28952636719,
16279.1977423,1.28953857422,
16342.2954079,1.28955078125,
16405.3930736,1.28956298828,
16468.4907393,1.28957519531,
16531.5884049,1.28958740234,
16594.6860706,1.28959960938,
16657.7837363,1.28961181641,
16720.881402,1.28962402344,
16783.9790676,1.28963623047,
16847.0767333,1.2896484375,
16910.174399,1.28966064453,
16973.2720646,1.28967285156,
17036.3697303,1.28968505859,
17099.467396,1.28969726563,
17162.5650616,1.28970947266,
17225.6627273,1.28972167969,
17288.760393,1.28973388672,
17351.8580586,1.28974609375,
17414.9557243,1.28975830078,
17478.05339,1.28977050781,
17541.1510556,1.28978271484,
17604.2487213,1.28979492188,
17667.346387,1.28980712891,
17730.4440526,1.28981933594,
17793.5417183,1.28983154297,
17856.639384,1.28984375,
17919.7370496,1.28985595703,
17982.8347153,1.28986816406,
18045.932381,1.28988037109,
18109.0300466,1.28989257813,
18172.1277123,1.28990478516,
18235.225378,1.28989868164,
18298.3230436,1.28989257813,
18361.4207093,1.28988647461,
18424.518375,1.28988037109,
18487.6160406,1.28987426758,
18550.7137063,1.28986816406,
18613.811372,1.28986206055,
18676.9090377,1.28985595703,
18740.0067033,1.28984985352,
18803.104369,1.28984375,
18866.2020347,1.28983764648,
18929.2997003,1.28983154297,
18992.397366,1.28982543945,
19055.4950317,1.28981933594,
19118.5926973,1.28981323242,
19181.690363,1.28980712891,
19244.7880287,1.28980102539,
19307.8856943,1.28979492188,
19370.98336,1.28978881836,
19434.0810257,1.28978271484,
19497.1786913,1.28977661133,
19560.276357,1.28977050781,
19623.3740227,1.2897644043,
19686.4716883,1.28975830078,
19749.569354,1.28975219727,
19812.6670197,1.28974609375,
19875.7646853,1.28973999023,
19938.862351,1.28973388672,
20001.9600167,1.2897277832,
20065.0576823,1.28972167969,
20128.155348,1.28971557617,
20191.2530137,1.28970947266,
20254.3506793,1.28970336914,
20317.448345,1.28969726563,
20380.5460107,1.28970031738,
20443.6436763,1.28970336914,
20506.741342,1.2897064209,
20569.8390077,1.28970947266,
20632.9366734,1.28971252441,
20696.034339,1.28971557617,
20759.1320047,1.28971862793,
20822.2296704,1.28972167969,
20885.327336,1.28972473145,
20948.4250017,1.2897277832,
21011.5226674,1.28973083496,
21074.620333,1.28973388672,
21137.7179987,1.28973693848,
21200.8156644,1.28973999023,
21263.91333,1.28974304199,
