Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Pressure (Pa) on vertices
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,92161.4804127,107673.576751,91287.9080304,109465.970588,88483.8100735,113427.183739,83159.8790246,120390.462557,74195.0167021,131823.839446,59696.8940266,150143.653785,36597.8514043,179230.486116,0.0,
2.0,102680.395562,97042.3812727,102251.927974,97961.3492683,100713.074267,100327.854314,97215.2327829,105381.958924,90023.7663872,115495.097198,75938.9435911,134949.668216,49260.5443647,171303.064781,0.0,
3.0,103912.175027,95711.795553,103879.283332,95838.8855251,103527.257942,96633.0410067,101959.767745,99459.7578567,97175.6530953,107191.515227,85104.7233985,125542.775486,57781.8782435,165548.432195,0.0,
4.0,102833.175848,96726.1382941,103061.929555,96318.3879014,103538.803502,95964.3676644,103459.60608,96960.4346406,100809.804184,102368.106589,91011.9927659,118941.577333,64210.8933539,160922.410843,0.0,
5.0,101507.318643,98018.0113628,101876.359501,97312.6137742,102840.934822,96235.9813775,103769.615023,95894.9497672,102803.397553,99315.4190229,95139.7952703,113962.046634,69376.8301296,156997.386167,0.0,
6.0,100456.176078,99057.5413977,100876.417718,98230.8565395,102069.531794,96764.7848288,103614.421261,95511.6394235,103911.399313,97307.6604616,98145.3141515,110058.630451,73672.0875435,153567.669402,0.0,
7.0,99741.952602,99774.8482573,100154.413539,98945.4288593,101397.572902,97326.8724187,103269.023028,95490.741569,104484.855056,95983.1456471,100374.041144,106932.744762,77317.6096487,150515.456746,0.0,
8.0,99304.6244894,100224.044865,99673.615023,99465.2909553,100852.385183,97852.8716986,102846.892681,95677.2615364,104712.32026,95133.4321471,102035.342885,104396.808662,80455.6811521,147763.763112,0.0,
9.0,99070.9694114,100474.159686,99377.3953647,99827.0320973,100423.998831,98321.215173,102403.647967,95982.2435878,104711.375863,94621.5429718,103271.89805,102319.613569,83187.6455728,145257.156307,0.0,
10.0,98977.5403039,100585.789097,99213.6459343,100068.863551,100093.020389,98728.4560818,101968.124828,96351.1018431,104559.770774,94352.7220023,104185.544447,100605.352657,85588.7013488,142954.10124,0.0,
11.0,98975.9136135,100605.502856,99141.3688309,100222.495704,99840.6292561,99077.298284,101556.144613,96748.5155429,104311.14558,94259.0124925,104851.361103,99181.9214091,87716.2906261,140822.578602,0.0,
12.0,99031.0482787,100567.127877,99130.1435691,100312.324151,99650.9187465,99372.4539837,101176.272328,97151.2127668,104003.132769,94290.8118793,105325.651624,97994.0787087,89615.0731274,138837.452474,0.0,
13.0,99118.4797358,100494.631972,99158.1592051,100356.702059,99511.1287075,99619.3042972,100832.7427,97544.0889531,103662.286553,94411.7051509,105651.133383,96999.0364478,91320.2534655,136978.736593,0.0,
14.0,99221.3872852,100404.458666,99209.9052772,100369.104359,99410.9911292,99823.1443353,100526.881066,97917.5447704,103307.139796,94594.7848262,105860.387283,96163.2644281,92859.8572589,135230.328845,0.0,
15.0,99328.5918457,100307.709024,99274.6115116,100359.447351,99342.3508594,99989.0658736,100258.223914,98265.8941385,102950.525169,94820.1975107,105978.471582,95460.2745432,94256.4597,133579.119834,0.0,
16.0,99432.9050308,100211.638452,99344.9151106,100334.976323,99298.6928997,100121.816514,100025.163063,98586.1484033,102601.149675,95073.2861648,106024.774856,94868.9376105,95528.434817,132014.313646,0.0,
17.0,99529.9439742,100120.785126,99415.8990513,100300.961539,99274.7921016,100225.752104,99825.4069214,98877.1692523,102264.752448,95343.2418646,106014.399075,94372.2383889,96690.8968316,130526.92097,0.0,
18.0,99617.2711312,100037.790836,99484.3873058,100261.21648,99266.4404422,100304.822783,99656.2974377,99139.0637929,101944.946968,95622.1105324,105959.188414,93956.3426431,97756.4092946,129109.376045,0.0,
19.0,99693.7749873,99963.993468,99548.4319394,100218.481462,99270.2361555,100362.578478,99515.0261044,99372.7533398,101643.834254,95904.0592171,105868.497627,93609.8945331,98735.5223373,127755.245416,0.0,
20.0,99759.2272476,99899.851943,99606.9416004,100174.707016,99283.4204805,100402.185982,99398.7784844,99579.6676994,101362.448917,96184.8331207,105749.767992,93323.4848704,99637.182037,126459.005104,0.0,
21.0,99813.9686266,99845.2489223,99659.4136509,100131.263068,99303.7507186,100426.452752,99304.8280613,99761.5302804,101101.082949,96461.3532246,105608.960591,93089.2466412,100469.04422,125215.86902,0.0,
22.0,99858.687893,99799.7047215,99705.7419664,100089.093346,99329.4009315,100437.854201,99230.5943537,99920.2088036,100859.520107,96731.4176394,105450.883602,92900.5455617,101237.716635,124021.655857,0.0,
23.0,99894.2683186,99762.5269254,99746.0798668,100048.829356,99358.8837409,100438.562371,99173.6760291,100057.613275,100637.204908,96993.4796092,105279.44065,92751.7418645,101948.947208,122872.685038,0.0,
24.0,99921.6827309,99732.913533,99780.7431935,100010.874482,99390.9883347,100430.474577,99131.8667131,100175.627928,100433.363783,97246.4823142,105097.820093,92638.0057419,102607.771466,121765.694713,0.0,
25.0,99941.9228979,99710.023191,99810.1421151,99975.4662842,99424.7308694,100415.241074,99103.1592688,100276.067064,100247.091753,97489.7352716,104908.640558,92555.1729092,103218.629262,120697.776425,0.0,
26.0,99955.9540353,99693.0212286,99834.7342301,99942.7223086,99459.3146406,100394.291272,99085.7421374,100360.648293,100077.413338,97722.8222987,104714.062869,92499.6312228,103785.457576,119666.322775,0.0,
27.0,99964.6864628,99681.1091199,99854.9925357,99912.6740337,99494.097761,100368.858103,99077.9908878,100430.977563,99923.3253141,97945.5323169,104515.877241,92468.2304599,104311.765334,118668.984933,0.0,
28.0,99968.9594583,99673.5420765,99871.38421,99885.2919249,99528.566796,100340.00044,99078.4568103,100488.542501,99783.8260854,98157.8073895,104315.571488,92458.2100743,104800.694164,117703.637872,0.0,
29.0,99969.533462,99669.6384468,99884.3570454,99860.5039295,99562.3151131,100308.623527,99085.8539621,100534.711352,99657.9354546,98359.7035554,104114.384836,92467.1407867,105255.068214,116768.351643,0.0,
30.0,99967.0879345,99668.7835089,99894.3312856,99838.2091076,99595.025,100275.497448,99099.0455973,100570.73564,99544.7074778,98551.361239,103913.350696,92492.8769445,105677.435376,115861.367419,0.0,
31.0,99962.2228797,99670.4295654,99901.6951907,99818.2876827,99626.4528073,100241.273742,99117.0306373,100597.75516,99443.2384297,98732.9827837,103713.330998,92533.5172763,106070.101743,114981.077334,0.0,
32.0,99955.4627101,99674.0936187,99906.8031883,99800.6084173,99656.4165521,100206.500262,99138.93057,100616.804372,99352.6712724,98904.8153742,103515.043928,92587.37231,106435.160617,114126.007372,0.0,
33.0,99947.2615421,99679.3535264,99909.9758052,99785.0339835,99684.7855499,100171.634436,99163.9770181,100628.819582,99272.1976391,99067.1380681,103319.086494,92652.9371378,106774.517112,113294.80276,0.0,
