Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), delta (-) on vertices
155.492164893,1.0,
310.984329787,1.0,
466.47649468,1.2,
621.968659573,1.4,
777.460824466,1.6,
932.95298936,1.8,
1088.44515425,2.0,
1243.93731915,2.2,
1399.42948404,2.4,
1554.92164893,2.6,
1710.41381383,2.5,
1865.90597872,2.4,
2021.39814361,2.3,
2176.89030851,2.35,
2332.3824734,2.4,
2487.87463829,2.375,
2643.36680319,2.35,
2798.85896808,2.325,
2954.35113297,2.3,
3109.84329787,2.3125,
3265.33546276,2.325,
3420.82762765,2.3375,
3576.31979254,2.33125,
3731.81195744,2.325,
3887.30412233,2.31875,
4042.79628722,2.3125,
4198.28845212,2.30625,
4353.78061701,2.3,
4509.2727819,2.29375,
4664.7649468,2.2875,
4820.25711169,2.28125,
4975.74927658,2.275,
5131.24144148,2.26875,
5286.73360637,2.2625,
5442.22577126,2.265625,
5597.71793616,2.26875,
5753.21010105,2.271875,
5908.70226594,2.275,
6064.19443084,2.278125,
6219.68659573,2.2765625,
6375.17876062,2.275,
6530.67092552,2.2734375,
6686.16309041,2.271875,
6841.6552553,2.2703125,
6997.1474202,2.26875,
7152.63958509,2.2671875,
7308.13174998,2.265625,
7463.62391488,2.2640625,
7619.11607977,2.2625,
7774.60824466,2.2609375,
7930.10040956,2.259375,
8085.59257445,2.2578125,
8241.08473934,2.25625,
8396.57690424,2.2546875,
8552.06906913,2.253125,
8707.56123402,2.2515625,
8863.05339892,2.25,
9018.54556381,2.2484375,
9174.0377287,2.246875,
9329.5298936,2.2453125,
9485.02205849,2.24375,
9640.51422338,2.2421875,
9796.00638828,2.240625,
9951.49855317,2.2390625,
10106.9907181,2.2375,
10262.482883,2.2359375,
10417.9750478,2.23671875,
10573.4672127,2.2375,
10728.9593776,2.23828125,
10884.4515425,2.2390625,
11039.9437074,2.23984375,
11195.4358723,2.240625,
11350.9280372,2.240234375,
11506.4202021,2.23984375,
11661.912367,2.239453125,
11817.4045319,2.2390625,
11972.8966968,2.238671875,
12128.3888617,2.23828125,
12283.8810266,2.237890625,
12439.3731915,2.2375,
12594.8653564,2.237109375,
12750.3575212,2.23671875,
12905.8496861,2.236328125,
13061.341851,2.2359375,
13216.8340159,2.235546875,
13372.3261808,2.23515625,
13527.8183457,2.234765625,
13683.3105106,2.234375,
13838.8026755,2.233984375,
13994.2948404,2.23359375,
14149.7870053,2.233203125,
14305.2791702,2.2328125,
14460.7713351,2.232421875,
14616.2635,2.23203125,
14771.7556649,2.231640625,
14927.2478298,2.23125,
15082.7399946,2.230859375,
15238.2321595,2.23046875,
15393.7243244,2.230078125,
15549.2164893,2.2296875,
15704.7086542,2.229296875,
15860.2008191,2.22890625,
16015.692984,2.228515625,
16171.1851489,2.228125,
16326.6773138,2.227734375,
16482.1694787,2.22734375,
16637.6616436,2.226953125,
16793.1538085,2.2265625,
16948.6459734,2.226171875,
17104.1381383,2.22578125,
17259.6303032,2.225390625,
17415.122468,2.225,
17570.6146329,2.224609375,
17726.1067978,2.22421875,
17881.5989627,2.223828125,
18037.0911276,2.2234375,
18192.5832925,2.223046875,
18348.0754574,2.22265625,
18503.5676223,2.222265625,
18659.0597872,2.221875,
18814.5519521,2.221484375,
18970.044117,2.22109375,
19125.5362819,2.220703125,
19281.0284468,2.2203125,
19436.5206117,2.219921875,
19592.0127766,2.21953125,
19747.5049414,2.219140625,
19902.9971063,2.21875,
20058.4892712,2.218359375,
20213.9814361,2.21796875,
20369.473601,2.217578125,
20524.9657659,2.2171875,
20680.4579308,2.216796875,
20835.9500957,2.21640625,
20991.4422606,2.216015625,
21146.9344255,2.215625,
21302.4265904,2.215234375,
21457.9187553,2.21484375,
21613.4109202,2.214453125,
21768.9030851,2.2140625,
21924.3952499,2.213671875,
22079.8874148,2.21328125,
22235.3795797,2.212890625,
22390.8717446,2.2130859375,
22546.3639095,2.21328125,
22701.8560744,2.2134765625,
22857.3482393,2.213671875,
23012.8404042,2.2138671875,
23168.3325691,2.2140625,
23323.824734,2.2142578125,
23479.3168989,2.214453125,
23634.8090638,2.2146484375,
23790.3012287,2.21484375,
23945.7933936,2.2150390625,
24101.2855585,2.215234375,
24256.7777233,2.2154296875,
24412.2698882,2.215625,
24567.7620531,2.2158203125,
24723.254218,2.216015625,
24878.7463829,2.2162109375,
25034.2385478,2.21640625,
25189.7307127,2.2166015625,
25345.2228776,2.216796875,
25500.7150425,2.2169921875,
25656.2072074,2.2171875,
25811.6993723,2.2173828125,
25967.1915372,2.217578125,
26122.6837021,2.2177734375,
26278.175867,2.21796875,
26433.6680319,2.2181640625,
26589.1601967,2.218359375,
26744.6523616,2.2185546875,
26900.1445265,2.21875,
27055.6366914,2.2189453125,
27211.1288563,2.219140625,
27366.6210212,2.2193359375,
27522.1131861,2.21953125,
27677.605351,2.2197265625,
27833.0975159,2.219921875,
27988.5896808,2.2201171875,
28144.0818457,2.2203125,
28299.5740106,2.2205078125,
28455.0661755,2.220703125,
28610.5583404,2.2208984375,
28766.0505053,2.22109375,
28921.5426701,2.2212890625,
29077.034835,2.221484375,
29232.5269999,2.2216796875,
29388.0191648,2.221875,
29543.5113297,2.2220703125,
29699.0034946,2.222265625,
29854.4956595,2.2224609375,
30009.9878244,2.22265625,
30165.4799893,2.2228515625,
30320.9721542,2.223046875,
30476.4643191,2.2232421875,
30631.956484,2.2234375,
30787.4486489,2.2236328125,
30942.9408138,2.223828125,
31098.4329787,2.2240234375,
31253.9251435,2.22421875,
31409.4173084,2.2244140625,
31564.9094733,2.224609375,
31720.4016382,2.2248046875,
31875.8938031,2.225,
32031.385968,2.2251953125,
32186.8781329,2.225390625,
32342.3702978,2.22529296875,
32497.8624627,2.2251953125,
32653.3546276,2.22509765625,
32808.8467925,2.225,
32964.3389574,2.22490234375,
33119.8311223,2.2248046875,
33275.3232872,2.22470703125,
33430.815452,2.224609375,
33586.3076169,2.22451171875,
33741.7997818,2.2244140625,
33897.2919467,2.22431640625,
34052.7841116,2.22421875,
34208.2762765,2.22412109375,
34363.7684414,2.2240234375,
34519.2606063,2.22392578125,
34674.7527712,2.223828125,
34830.2449361,2.22373046875,
34985.737101,2.2236328125,
35141.2292659,2.22368164062,
35296.7214308,2.22373046875,
35452.2135957,2.22377929687,
35607.7057606,2.223828125,
35763.1979254,2.22387695312,
35918.6900903,2.22392578125,
36074.1822552,2.22397460937,
36229.6744201,2.2240234375,
36385.166585,2.22407226562,
36540.6587499,2.22412109375,
36696.1509148,2.22416992187,
36851.6430797,2.22421875,
37007.1352446,2.22426757812,
37162.6274095,2.22431640625,
37318.1195744,2.22436523437,
37473.6117393,2.2244140625,
37629.1039042,2.22446289062,
37784.5960691,2.22451171875,
37940.088234,2.22456054687,
38095.5803988,2.224609375,
38251.0725637,2.22465820312,
38406.5647286,2.22470703125,
38562.0568935,2.22475585937,
38717.5490584,2.2248046875,
38873.0412233,2.22485351562,
39028.5333882,2.22482910156,
39184.0255531,2.2248046875,
39339.517718,2.22478027344,
39495.0098829,2.22475585937,
39650.5020478,2.22473144531,
39805.9942127,2.22470703125,
39961.4863776,2.22468261719,
40116.9785425,2.22465820312,
40272.4707074,2.22463378906,
40427.9628722,2.224609375,
40583.4550371,2.22458496094,
40738.947202,2.22456054687,
40894.4393669,2.22453613281,
41049.9315318,2.22451171875,
41205.4236967,2.22448730469,
41360.9158616,2.22446289062,
41516.4080265,2.22443847656,
41671.9001914,2.2244140625,
41827.3923563,2.22438964844,
41982.8845212,2.22436523437,
42138.3766861,2.22434082031,
42293.868851,2.22431640625,
42449.3610159,2.22429199219,
42604.8531808,2.22426757812,
42760.3453456,2.22424316406,
42915.8375105,2.22421875,
43071.3296754,2.22419433594,
43226.8218403,2.22416992187,
43382.3140052,2.22414550781,
43537.8061701,2.22412109375,
43693.298335,2.22413330078,
43848.7904999,2.22414550781,
44004.2826648,2.22415771484,
44159.7748297,2.22416992187,
44315.2669946,2.22418212891,
44470.7591595,2.22419433594,
44626.2513244,2.22420654297,
44781.7434893,2.22421875,
44937.2356542,2.22423095703,
45092.727819,2.22424316406,
45248.2199839,2.22425537109,
45403.7121488,2.22426757812,
45559.2043137,2.22427978516,
45714.6964786,2.22429199219,
45870.1886435,2.22430419922,
46025.6808084,2.22431640625,
46181.1729733,2.22432861328,
46336.6651382,2.22434082031,
46492.1573031,2.22435302734,
46647.649468,2.22436523437,
46803.1416329,2.22437744141,
46958.6337978,2.22438964844,
47114.1259627,2.22440185547,
47269.6181275,2.2244140625,
47425.1102924,2.22442626953,
47580.6024573,2.22443847656,
47736.0946222,2.22445068359,
47891.5867871,2.22446289062,
48047.078952,2.22447509766,
48202.5711169,2.22448730469,
48358.0632818,2.22449951172,
48513.5554467,2.22451171875,
48669.0476116,2.22452392578,
48824.5397765,2.22451782227,
48980.0319414,2.22451171875,
49135.5241063,2.22450561523,
49291.0162712,2.22449951172,
49446.5084361,2.2244934082,
49602.0006009,2.22448730469,
49757.4927658,2.22448120117,
49912.9849307,2.22447509766,
50068.4770956,2.22446899414,
50223.9692605,2.22446289062,
50379.4614254,2.22445678711,
50534.9535903,2.22445068359,
50690.4457552,2.22444458008,
50845.9379201,2.22443847656,
51001.430085,2.22443237305,
