Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), delta (-) on vertices
1.02184043959,1.0,
2.04368087918,1.0,
3.06552131877,1.2,
4.08736175836,1.4,
5.10920219795,1.3,
6.13104263754,1.2,
7.15288307713,1.1,
8.17472351672,1.0,
9.19656395631,1.05,
10.2184043959,1.1,
11.2402448355,1.15,
12.2620852751,1.125,
13.2839257147,1.1,
14.3057661543,1.075,
15.3276065938,1.05,
16.3494470334,1.025,
17.371287473,1.0375,
18.3931279126,1.05,
19.4149683522,1.0625,
20.4368087918,1.075,
21.4586492314,1.06875,
22.480489671,1.0625,
23.5023301106,1.05625,
24.5241705502,1.05,
25.5460109897,1.04375,
26.5678514293,1.0375,
27.5896918689,1.03125,
28.6115323085,1.025,
29.6333727481,1.028125,
30.6552131877,1.03125,
31.6770536273,1.034375,
32.6988940669,1.0375,
33.7207345065,1.0359375,
34.7425749461,1.034375,
35.7644153856,1.0328125,
36.7862558252,1.03125,
37.8080962648,1.0296875,
38.8299367044,1.028125,
39.851777144,1.0265625,
40.8736175836,1.025,
41.8954580232,1.0234375,
42.9172984628,1.021875,
43.9391389024,1.0203125,
44.960979342,1.01875,
45.9828197815,1.0171875,
47.0046602211,1.015625,
48.0265006607,1.0140625,
49.0483411003,1.0125,
50.0701815399,1.0109375,
51.0920219795,1.009375,
52.1138624191,1.0078125,
53.1357028587,1.00859375,
54.1575432983,1.009375,
55.1793837378,1.01015625,
56.2012241774,1.0109375,
57.223064617,1.01171875,
58.2449050566,1.0125,
59.2667454962,1.01328125,
60.2885859358,1.0140625,
61.3104263754,1.01484375,
62.332266815,1.015625,
63.3541072546,1.01640625,
64.3759476942,1.016015625,
65.3977881337,1.015625,
66.4196285733,1.015234375,
67.4414690129,1.01484375,
68.4633094525,1.014453125,
69.4851498921,1.0140625,
