Coordinates:
0.0,0.714285714286,1.42857142857,2.14285714286,2.85714285714,3.57142857143,4.28571428571,5.0,5.71428571429,6.42857142857,7.14285714286,7.85714285714,8.57142857143,9.28571428571,10.0,
Volumes:
0.357142857143,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.357142857143,

 Time(s), Displacement (m) on vertices
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,4.69667873085e-20,-3.38421742351e-06,-6.76843783347e-06,-1.01526676554e-05,-1.35369241533e-05,-1.692125531e-05,-2.03057950826e-05,-2.36909176617e-05,-2.7077668374e-05,-3.04689674386e-05,-3.38729727727e-05,-3.73124743175e-05,-4.08511380106e-05,-4.4666820896e-05,-4.92563840798e-05,
2.0,1.92516161938e-19,-3.38423565283e-06,-6.76849200196e-06,-1.0152809797e-05,-1.35372886342e-05,-1.69221797975e-05,-2.03081148986e-05,-2.36966636755e-05,-2.70916680534e-05,-3.05023433549e-05,-3.39501943822e-05,-3.74834545886e-05,-4.12037861863e-05,-4.53027728536e-05,-5.00574389297e-05,
3.0,2.66056884735e-19,-3.38430417953e-06,-6.76868522155e-06,-1.01532826808e-05,-1.35384087418e-05,-1.69247838302e-05,-2.03140542091e-05,-2.37099051582e-05,-2.7120364999e-05,-3.05623187876e-05,-3.40696553927e-05,-3.77060982058e-05,-4.15803979339e-05,-4.58508806208e-05,-5.06875933536e-05,
4.0,1.47054628243e-19,-3.38448797449e-06,-6.76917998615e-06,-1.01544203114e-05,-1.35409183248e-05,-1.69301825492e-05,-2.03253769251e-05,-2.373295824e-05,-2.71656394583e-05,-3.06473372596e-05,-3.42204623593e-05,-3.79544619691e-05,-4.19509061873e-05,-4.63347685953e-05,-5.12197685886e-05,
5.0,2.37340417797e-19,-3.38488365203e-06,-6.77020273926e-06,-1.0156645274e-05,-1.35455254047e-05,-1.69394368533e-05,-2.0343417769e-05,-2.37669467948e-05,-2.72271293791e-05,-3.07532659014e-05,-3.43923291775e-05,-3.82133718108e-05,-4.23065679436e-05,-4.67709538407e-05,-5.16879925586e-05,
6.0,6.48988984359e-20,-3.38561259287e-06,-6.77202147221e-06,-1.0160413447e-05,-1.35529032398e-05,-1.69533906686e-05,-2.03689493095e-05,-2.38119726894e-05,-2.7303215328e-05,-3.08755423611e-05,-3.45774919934e-05,-3.84746415642e-05,-4.26457004945e-05,-4.71705223406e-05,-5.21106333295e-05,
7.0,1.51766296913e-19,-3.38680856324e-06,-6.7749154809e-06,-1.01661585851e-05,-1.35636116461e-05,-1.6972603864e-05,-2.04022283323e-05,-2.3867455041e-05,-2.73917965941e-05,-3.10101128877e-05,-3.47705553147e-05,-3.87339860111e-05,-4.29689350345e-05,-4.75410656938e-05,-5.24987623908e-05,
8.0,1.14518119843e-19,-3.38860383092e-06,-6.77914641016e-06,-1.01742504995e-05,-1.35780577791e-05,-1.69973576227e-05,-2.04431191538e-05,-2.39324422997e-05,-2.74907464884e-05,-3.11536886503e-05,-3.49678884665e-05,-3.89892220391e-05,-4.3277579695e-05,-4.78879603398e-05,-5.28596183661e-05,
9.0,5.53916541709e-20,-3.39111710585e-06,-6.78493635355e-06,-1.01849712227e-05,-1.35964895432e-05,-1.70276985126e-05,-2.04912256454e-05,-2.40058352466e-05,-2.75981282392e-05,-3.13037127376e-05,-3.51670759925e-05,-3.92392977928e-05,-4.35730464933e-05,-4.8215144638e-05,-5.31982284509e-05,
