Coordinates:
0.0,1.66666666667,3.33333333333,5.0,6.66666666667,8.33333333333,10.0,
Volumes:
0.833333333333,1.66666666667,1.66666666667,1.66666666667,1.66666666667,1.66666666667,0.833333333333,

 Time(s), Pressure (Pa) on vertices
100.0,135318.221861,117845.249191,98409.3180241,78067.5419028,57725.7657815,38289.8346147,20816.8619444,
200.0,130088.861105,113338.27112,95898.0510864,78067.5419028,60237.0327193,42796.8126859,26046.222701,
300.0,128198.613456,111703.641889,94957.8333364,78067.5419028,61177.2504693,44431.4419162,27936.4703501,
400.0,127511.185014,111108.440212,94614.3518662,78067.5419028,61520.7319394,45026.6435933,28623.8987921,
500.0,127260.892383,110891.686744,94489.2165931,78067.5419028,61645.8672125,45243.3970618,28874.1914224,
600.0,127169.745696,110812.751699,94443.6437732,78067.5419028,61691.4400324,45322.3321069,28965.3381098,
700.0,127136.55294,110784.005943,94427.04742,78067.5419028,61708.0363856,45351.0778626,28998.5308659,
800.0,127124.465147,110773.537608,94421.0035249,78067.5419028,61714.0802807,45361.5461974,29010.6186585,
900.0,127120.063139,110769.725357,94418.8025209,78067.5419028,61716.2812847,45365.3584482,29015.0206666,
1000.0,127118.460061,110768.337051,94418.0009818,78067.5419028,61717.0828238,45366.7467547,29016.6237449,
1100.0,127117.876268,110767.831472,94417.7090855,78067.5419028,61717.3747201,45367.2523339,29017.2075375,
1200.0,127117.663669,110767.647355,94417.6027857,78067.5419028,61717.4810199,45367.4364506,29017.4201371,
1300.0,127117.586246,110767.580305,94417.5640745,78067.5419028,61717.5197311,45367.5035003,29017.4975594,
1400.0,127117.558051,110767.555888,94417.5499771,78067.5419028,61717.5338286,45367.5279178,29017.5257543,
1500.0,127117.547784,110767.546996,94417.5448432,78067.5419028,61717.5389624,45367.5368099,29017.536022,
1600.0,127117.544044,110767.543758,94417.5429736,78067.5419028,61717.540832,45367.5400481,29017.5397612,
1700.0,127117.542683,110767.542578,94417.5422928,78067.5419028,61717.5415129,45367.5412274,29017.5411229,
1800.0,127117.542187,110767.542149,94417.5420448,78067.5419028,61717.5417608,45367.5416568,29017.5416188,
1900.0,127117.542006,110767.541992,94417.5419545,78067.5419028,61717.5418511,45367.5418132,29017.5417994,
